D_ID,CREATED,ORIGIN_PID,DESTINATION_PID,VALID_FROM,VALID_TO,COMPANY_ID,SUPPLIER_ID,EQUIPMENT_ID
388645427,2021-05-18T13:14:56.404Z,806,218,2021-04-01,2021-06-30,4215,38,4
385890072,2021-05-18T17:53:38.844Z,681,736,2021-04-15,2021-06-30,3564,190,4
388645729,2021-05-18T13:14:56.403Z,796,54,2021-04-01,2021-06-30,4215,38,4
388646245,2021-05-18T13:15:26.235Z,796,638,2021-05-01,2022-04-30,4215,38,2
388488596,2021-05-18T11:41:32.500Z,912,678,2021-04-15,2021-04-30,2469,48,2
389469657,2021-05-21T13:11:25.874Z,723,587,2021-05-07,2021-05-31,4023,38,2
386658079,2021-05-18T17:53:38.855Z,54,764,2021-04-16,2021-04-17,3564,190,1
388478532,2021-05-18T11:40:04.474Z,806,678,2021-04-01,2021-04-14,2469,48,4
389349113,2021-05-20T19:54:55.526Z,218,723,2021-04-01,2022-03-31,3579,38,1
388491847,2021-05-18T11:41:32.499Z,191,678,2021-04-15,2021-04-30,2469,48,2
388550353,2021-05-18T11:49:36.590Z,266,218,2021-05-15,2021-05-31,1817,48,1
389476888,2021-05-21T13:17:51.649Z,781,54,2021-05-13,2021-05-31,4023,38,4
388724587,2021-05-18T15:28:33.574Z,736,308,2021-05-01,2021-05-31,1817,114,1
388645277,2021-05-18T13:14:56.404Z,912,638,2021-04-01,2021-06-30,4215,38,4
388488990,2021-05-18T11:41:32.499Z,736,678,2021-04-15,2021-04-30,2469,48,2
388461943,2021-05-18T10:30:04.003Z,806,504,2021-05-15,2021-05-31,2469,1023,1
389469712,2021-05-21T13:11:25.874Z,723,54,2021-05-07,2021-05-31,4023,38,1
388479699,2021-05-18T11:40:04.474Z,585,308,2021-04-01,2021-04-14,2469,48,4
388551767,2021-05-18T11:51:58.356Z,806,681,2021-05-15,2021-05-31,2469,48,4
389478651,2021-05-21T13:17:51.651Z,266,504,2021-05-13,2021-05-31,4023,38,4
388356504,2021-05-18T08:47:45.681Z,764,638,2021-05-15,2021-05-31,2469,52,2
389349269,2021-05-20T19:54:55.524Z,218,688,2021-04-01,2022-03-31,3579,68,1
388456901,2021-05-18T10:24:36.486Z,912,308,2021-05-15,2021-05-31,2469,1023,1
389348913,2021-05-20T19:54:55.524Z,638,688,2021-04-01,2022-03-31,3579,1023,1
388462470,2021-05-18T10:30:04.000Z,796,218,2021-05-15,2021-05-31,2469,1023,1
389349045,2021-05-20T19:54:55.524Z,218,898,2021-04-01,2022-03-31,3579,53,4
389350222,2021-05-20T19:54:55.533Z,54,529,2021-04-01,2022-03-31,3579,43,3
389478357,2021-05-21T13:17:51.649Z,266,587,2021-05-13,2021-05-31,4023,38,1
388708080,2021-05-18T15:03:01.671Z,266,308,2021-04-15,2021-04-30,2469,114,2
384589415,2021-05-21T13:07:52.423Z,723,504,2021-05-01,2021-05-31,4023,38,1
389237041,2021-05-20T08:46:02.896Z,723,504,2021-05-15,2021-05-31,2455,1023,1
388551825,2021-05-18T11:51:58.356Z,806,54,2021-05-15,2021-05-31,2469,48,2
389235207,2021-05-20T08:46:02.896Z,806,504,2021-05-15,2021-05-31,2455,1023,1
389476854,2021-05-21T13:17:51.650Z,781,504,2021-05-13,2021-05-31,4023,38,1
389280713,2021-05-20T12:44:14.439Z,736,218,2021-05-15,2021-05-31,4023,43,4
388548708,2021-05-18T11:49:36.591Z,736,681,2021-05-15,2021-05-31,1817,48,2
389471050,2021-05-21T13:11:25.876Z,191,504,2021-05-07,2021-05-31,4023,38,2
388646264,2021-05-18T13:15:26.235Z,266,218,2021-05-01,2022-04-30,4215,38,2
389350146,2021-05-20T19:54:55.533Z,54,723,2021-04-01,2022-03-31,3579,82,3
388489494,2021-05-18T11:41:32.495Z,723,308,2021-04-15,2021-04-30,2469,48,1
388553686,2021-05-18T11:51:58.356Z,191,587,2021-05-15,2021-05-31,2469,48,2
389477757,2021-05-21T13:17:51.649Z,736,638,2021-05-13,2021-05-31,4023,38,1
388483444,2021-05-18T11:40:51.511Z,781,308,2021-05-01,2021-05-14,2469,48,4
389347998,2021-05-20T19:54:55.528Z,688,529,2021-04-01,2022-03-31,3579,68,4
389477362,2021-05-21T13:17:51.649Z,723,681,2021-05-13,2021-05-31,4023,38,1
388494737,2021-05-18T11:42:39.285Z,723,308,2021-05-15,2021-05-31,2469,48,4
388464182,2021-05-18T10:30:04.004Z,736,218,2021-05-15,2021-05-31,2469,1023,2
388359235,2021-05-18T08:47:45.682Z,585,587,2021-05-15,2021-05-31,2469,52,4
388548475,2021-05-18T11:49:36.591Z,796,638,2021-05-15,2021-05-31,1817,48,4
388460685,2021-05-18T10:30:04.000Z,898,587,2021-05-15,2021-05-31,2469,1023,1
388550106,2021-05-18T11:49:36.591Z,191,587,2021-05-15,2021-05-31,1817,48,4
388478348,2021-05-18T11:40:04.474Z,723,678,2021-04-01,2021-04-14,2469,48,2
389235871,2021-05-20T08:46:02.894Z,781,218,2021-05-15,2021-05-31,2455,1023,2
388724585,2021-05-18T15:28:33.574Z,736,638,2021-05-01,2021-05-31,1817,114,2
388489637,2021-05-18T11:41:32.495Z,585,678,2021-04-15,2021-04-30,2469,48,1
389233050,2021-05-20T08:46:02.894Z,898,308,2021-05-15,2021-05-31,2455,1023,4
388489487,2021-05-18T11:41:32.499Z,723,678,2021-04-15,2021-04-30,2469,48,2
389247147,2021-05-20T08:46:02.894Z,191,678,2021-05-15,2021-05-31,2455,1023,2
389270552,2021-05-20T12:42:31.955Z,681,723,2021-04-15,2021-05-15,4023,43,4
389233104,2021-05-20T08:46:02.892Z,912,681,2021-05-15,2021-05-31,2455,1023,1
388553218,2021-05-18T11:51:58.356Z,266,638,2021-05-15,2021-05-31,2469,48,2
389236505,2021-05-20T08:46:02.892Z,764,54,2021-05-15,2021-05-31,2455,1023,1
388456801,2021-05-18T10:24:36.486Z,796,678,2021-05-15,2021-05-31,2469,1023,1
388724509,2021-05-18T15:28:33.574Z,806,308,2021-05-01,2021-05-31,1817,114,2
388468571,2021-05-18T10:30:04.005Z,529,587,2021-05-15,2021-05-31,2469,1023,2
388491848,2021-05-18T11:41:32.495Z,191,678,2021-04-15,2021-04-30,2469,48,1
389347964,2021-05-20T19:54:55.526Z,688,585,2021-04-01,2022-03-31,3579,249,1
389476321,2021-05-21T13:17:51.649Z,898,54,2021-05-13,2021-05-31,4023,38,4
389280873,2021-05-20T12:44:14.439Z,898,587,2021-05-15,2021-05-31,4023,43,4
389469546,2021-05-21T13:11:25.874Z,736,218,2021-05-07,2021-05-31,4023,38,2
389350216,2021-05-20T19:54:55.534Z,54,529,2021-04-01,2022-03-31,3579,114,3
389468937,2021-05-21T13:11:25.874Z,912,218,2021-05-07,2021-05-31,4023,38,4
388724473,2021-05-18T15:28:33.574Z,898,54,2021-05-01,2021-05-31,1817,114,1
388548804,2021-05-18T11:49:36.591Z,898,638,2021-05-15,2021-05-31,1817,48,2
389235224,2021-05-20T08:46:02.894Z,806,218,2021-05-15,2021-05-31,2455,1023,2
389477365,2021-05-21T13:17:51.649Z,723,638,2021-05-13,2021-05-31,4023,38,1
389348500,2021-05-20T19:54:55.525Z,638,529,2021-04-01,2022-03-31,3579,53,4
389468731,2021-05-21T13:11:25.874Z,898,218,2021-05-07,2021-05-31,4023,38,2
388488650,2021-05-18T11:41:32.499Z,796,308,2021-04-15,2021-04-30,2469,48,4
388552179,2021-05-18T11:51:58.355Z,736,218,2021-05-15,2021-05-31,2469,48,1
389237018,2021-05-20T08:46:02.894Z,723,638,2021-05-15,2021-05-31,2455,1023,4
388646084,2021-05-18T13:14:56.403Z,736,218,2021-04-01,2021-06-30,4215,38,2
388483911,2021-05-18T11:40:51.511Z,688,308,2021-05-01,2021-05-14,2469,48,4
388458922,2021-05-18T10:24:36.487Z,266,308,2021-05-15,2021-05-31,2469,1023,4
388549524,2021-05-18T11:49:36.591Z,585,218,2021-05-15,2021-05-31,1817,48,2
388456949,2021-05-18T10:24:36.486Z,898,308,2021-05-15,2021-05-31,2469,1023,1
388551702,2021-05-18T11:51:58.356Z,898,54,2021-05-15,2021-05-31,2469,48,2
389469528,2021-05-21T13:11:25.876Z,736,504,2021-05-07,2021-05-31,4023,38,2
388355722,2021-05-18T08:47:45.681Z,796,54,2021-05-15,2021-05-31,2469,52,2
389241049,2021-05-20T08:46:02.898Z,585,681,2021-05-15,2021-05-31,2455,1023,4
389478541,2021-05-21T13:17:51.649Z,191,218,2021-05-13,2021-05-31,4023,38,4
389246876,2021-05-20T08:46:02.892Z,266,218,2021-05-15,2021-05-31,2455,1023,1
384589806,2021-05-21T13:07:52.422Z,723,681,2021-05-01,2021-05-31,4023,38,2
388463179,2021-05-18T10:30:04.002Z,764,638,2021-05-15,2021-05-31,2469,1023,2
388549293,2021-05-18T11:49:36.590Z,266,638,2021-05-15,2021-05-31,1817,48,2
388493930,2021-05-18T11:42:39.284Z,806,308,2021-05-15,2021-05-31,2469,48,1
389247263,2021-05-20T08:46:02.894Z,266,681,2021-05-15,2021-05-31,2455,1023,2
389235194,2021-05-20T08:46:02.894Z,806,587,2021-05-15,2021-05-31,2455,1023,2
389348413,2021-05-20T19:54:55.533Z,638,723,2021-04-01,2022-03-31,3579,43,3
388548926,2021-05-18T11:49:36.590Z,806,638,2021-05-15,2021-05-31,1817,48,1
389347962,2021-05-20T19:54:55.527Z,688,585,2021-04-01,2022-03-31,3579,249,4
389229743,2021-05-20T08:45:43.049Z,806,681,2021-05-15,2021-05-31,2455,48,4
388461956,2021-05-18T10:30:04.002Z,806,218,2021-05-15,2021-05-31,2469,1023,4
389222118,2021-05-19T15:11:09.889Z,796,585,2021-04-30,2022-04-29,3379,43,4
389469641,2021-05-21T13:11:25.874Z,723,681,2021-05-07,2021-05-31,4023,38,4
389476510,2021-05-21T13:17:51.649Z,806,218,2021-05-13,2021-05-31,4023,38,1
388550102,2021-05-18T11:49:36.590Z,191,638,2021-05-15,2021-05-31,1817,48,1
388461924,2021-05-18T10:30:04.002Z,806,638,2021-05-15,2021-05-31,2469,1023,2
389280755,2021-05-20T12:44:14.439Z,191,504,2021-05-15,2021-05-31,4023,43,4
388724581,2021-05-18T15:28:33.574Z,736,678,2021-05-01,2021-05-31,1817,114,4
385867542,2021-05-18T17:31:48.397Z,218,781,2021-04-13,2021-04-14,3564,40,2
389347260,2021-05-20T19:54:55.527Z,796,723,2021-04-01,2022-03-31,3579,209,4
389468867,2021-05-21T13:11:25.874Z,796,681,2021-05-07,2021-05-31,4023,38,4
389478653,2021-05-21T13:17:51.650Z,266,504,2021-05-13,2021-05-31,4023,38,1
384589472,2021-05-21T13:07:52.422Z,723,218,2021-05-01,2021-05-31,4023,38,1
388354413,2021-05-18T08:47:45.681Z,912,638,2021-05-15,2021-05-31,2469,52,2
389280272,2021-05-20T12:44:14.438Z,723,681,2021-05-15,2021-05-31,4023,43,2
384588272,2021-05-21T13:07:52.423Z,736,218,2021-05-01,2021-05-31,4023,38,2
389469140,2021-05-21T13:11:25.876Z,781,504,2021-05-07,2021-05-31,4023,38,4
389280714,2021-05-20T12:44:14.438Z,736,218,2021-05-15,2021-05-31,4023,43,2
388550099,2021-05-18T11:49:36.590Z,191,681,2021-05-15,2021-05-31,1817,48,1
389234874,2021-05-20T08:46:02.894Z,796,587,2021-05-15,2021-05-31,2455,1023,4
389229320,2021-05-20T08:45:43.049Z,806,54,2021-05-15,2021-05-31,2455,48,4
389237048,2021-05-20T08:46:02.894Z,723,308,2021-05-15,2021-05-31,2455,1023,4
388353567,2021-05-18T08:47:45.681Z,898,638,2021-05-15,2021-05-31,2469,52,2
384587336,2021-05-21T13:07:52.422Z,781,638,2021-05-01,2021-05-31,4023,38,1
386649363,2021-05-18T17:53:38.852Z,218,796,2021-04-15,2021-04-16,3564,190,4
389229510,2021-05-20T08:45:43.047Z,736,681,2021-05-15,2021-05-31,2455,48,1
389348723,2021-05-20T19:54:55.531Z,587,736,2021-04-01,2022-03-31,3579,53,3
389469142,2021-05-21T13:11:25.875Z,781,504,2021-05-07,2021-05-31,4023,38,1
388494942,2021-05-18T11:42:39.284Z,585,678,2021-05-15,2021-05-31,2469,48,1
388550282,2021-05-18T11:49:36.590Z,723,587,2021-05-15,2021-05-31,1817,48,1
386658062,2021-05-18T17:53:38.855Z,54,781,2021-04-16,2021-04-17,3564,190,4
384592775,2021-05-21T13:07:52.422Z,266,638,2021-05-01,2021-05-31,4023,38,4
389349303,2021-05-20T19:54:55.533Z,218,585,2021-04-01,2022-03-31,3579,52,3
388456753,2021-05-18T10:24:36.486Z,806,308,2021-05-15,2021-05-31,2469,1023,1
388463211,2021-05-18T10:30:04.002Z,764,218,2021-05-15,2021-05-31,2469,1023,4
388460774,2021-05-18T10:30:04.002Z,912,638,2021-05-15,2021-05-31,2469,1023,2
389236672,2021-05-20T08:46:02.896Z,736,638,2021-05-15,2021-05-31,2455,1023,2
388358498,2021-05-18T08:47:45.693Z,688,504,2021-05-15,2021-05-31,2469,52,4
388356169,2021-05-18T08:47:45.675Z,781,587,2021-05-15,2021-05-31,2469,52,1
388794782,2021-05-18T17:39:12.693Z,191,308,2021-05-15,2021-05-31,3564,53,2
389229745,2021-05-20T08:45:43.047Z,806,681,2021-05-15,2021-05-31,2455,48,1
389348925,2021-05-20T19:54:55.525Z,638,688,2021-04-01,2022-03-31,3579,52,1
389348414,2021-05-20T19:54:55.528Z,638,723,2021-04-01,2022-03-31,3579,43,1
384592855,2021-05-21T13:07:52.422Z,266,587,2021-05-01,2021-05-31,4023,38,2
