D_ID,CURRENCY,CHARGE_VALUE
388548764,USD,280
388548764,USD,48
388548764,USD,539
388548764,USD,-524
388548764,USD,3756
388548764,USD,246
388548764,USD,607
386628231,USD,221
386628231,USD,1222
388724587,USD,3097
388461956,USD,215
388461956,USD,-554
388461956,USD,576
388461956,USD,9
388708059,USD,-530
388708059,USD,437
388708059,USD,38
388708059,USD,580
388708059,USD,15
388708059,USD,251
388708059,USD,3395
388461956,USD,4502
388548858,USD,274
388548858,USD,39
388548858,USD,546
388548858,USD,-521
388548858,USD,3753
388548858,USD,239
388548858,USD,619
388548833,USD,3762
388548833,USD,258
388548833,USD,624
388481452,USD,394
388481452,USD,-358
388481452,USD,26
388481452,USD,151
388481452,USD,2652
388481452,USD,163
388481452,USD,50
388548833,USD,284
388548833,USD,49
388548833,USD,608
388548833,USD,-566
388457126,USD,3650
388457126,USD,155
388457126,USD,-345
388457126,USD,375
388457126,USD,7
388550102,USD,131
388550102,USD,30
388550102,USD,483
388550102,USD,-434
388550102,USD,2696
388550102,USD,131
388550102,USD,459
388357083,USD,-427
388357083,USD,502
388357083,USD,4547
388357083,USD,251
388357083,USD,22
388357083,USD,140
388359227,USD,4559
388359227,USD,241
388646127,USD,-498
388646127,USD,515
388646127,USD,289
388646127,USD,3193
388359227,USD,-468
388359227,USD,29
388359227,USD,160
388359227,USD,500
388483466,USD,511
388483466,USD,-503
388483466,USD,46
388483466,USD,182
388483466,USD,297
388483466,USD,11
388552146,USD,446
388552146,USD,-425
388552146,USD,192
388552146,USD,3229
388552146,USD,41
388483466,USD,4246
388484123,USD,-476
388484123,USD,13
388484123,USD,15
388484123,USD,250
388484123,USD,518
388358222,USD,154
388484123,USD,241
388484123,USD,4173
388358222,USD,5269
388358222,USD,414
388358222,USD,37
388724515,USD,53
388724515,USD,466
388724515,USD,563
388645282,USD,3241
388724515,USD,-519
388645282,USD,511
388645282,USD,166
388645282,USD,-487
388645794,USD,3247
388463093,USD,207
388463093,USD,4608
388358222,USD,-476
388358222,USD,570
388463093,USD,16
388463093,USD,547
388463093,USD,-505
388552582,USD,537
388552582,USD,12
388552582,USD,-529
388552582,USD,251
388552582,USD,4589
388645794,USD,153
388645794,USD,-427
388645794,USD,478
388355331,USD,3816
388355331,USD,154
388355331,USD,25
388355331,USD,120
388355331,USD,-437
388355331,USD,470
388646232,USD,3537
388646232,USD,190
388646232,USD,-559
388646232,USD,605
388488997,USD,-340
388488997,USD,379
388488997,USD,36
388488997,USD,121
388488997,USD,34
388488997,USD,2760
388488997,USD,222
388494732,USD,-456
388494732,USD,537
388494732,USD,43
388494732,USD,299
388494732,USD,50
388494732,USD,4347
388494732,USD,353
388646245,USD,631
388646245,USD,-599
388646245,USD,195
388646245,USD,3522
388494111,USD,282
388494111,USD,34
388494111,USD,549
388494111,USD,-504
388494111,USD,33
388494111,USD,185
388494111,USD,4488
388646130,USD,3257
388646130,USD,275
388646130,USD,-427
388646130,USD,503
388645427,USD,3823
388645427,USD,182
388645427,USD,-603
388645427,USD,616
388488989,USD,273
388488989,USD,-491
388488989,USD,46
388488989,USD,233
388488989,USD,3900
388488989,USD,524
388488989,USD,52
388549548,USD,228
388549548,USD,595
388645343,USD,595
388645343,USD,-566
388645343,USD,250
388645343,USD,3780
388645915,USD,3843
388645915,USD,206
388645915,USD,-557
388645915,USD,647
385852492,USD,146
385852492,USD,733
388494730,USD,266
388494730,USD,48
388494730,USD,502
388494730,USD,-462
388494730,USD,28
388494730,USD,236
388494730,USD,4361
388472431,USD,428
388472431,USD,54
388472431,USD,4777
388472431,USD,132
388472431,USD,-366
388462254,USD,4471
388462254,USD,171
388462254,USD,-516
388462254,USD,585
388462254,USD,12
388774003,USD,456
388774003,USD,-455
385902543,USD,231
385902543,USD,728
388494490,USD,411
388494490,USD,-353
388494490,USD,6
388494490,USD,147
388494490,USD,3659
388494490,USD,33
388494490,USD,127
388552535,USD,4552
388552535,USD,274
388552535,USD,-498
388552535,USD,535
388552535,USD,36
388645316,USD,3829
388645316,USD,257
388645316,USD,-562
388645316,USD,620
388493984,USD,47
388493984,USD,3579
388493984,USD,127
388493984,USD,-356
388493984,USD,387
388493984,USD,19
388493984,USD,136
388645410,USD,3838
388645410,USD,223
388645410,USD,-568
388645410,USD,634
388553248,USD,631
388553248,USD,33
388553248,USD,-588
388553248,USD,195
388553248,USD,4545
388646288,USD,3527
388646288,USD,205
388646288,USD,-585
388646288,USD,626
388493348,USD,3595
388493348,USD,149
388493348,USD,54
388493348,USD,-398
388493348,USD,396
388493348,USD,28
388493348,USD,141
388468595,USD,16
388468595,USD,552
388468595,USD,-523
388468595,USD,245
388468595,USD,4927
388478021,USD,-365
388478021,USD,413
388478021,USD,39
388478021,USD,157
388478021,USD,2719
388478021,USD,151
388478021,USD,49
388724549,CNY,923
388724549,USD,3919
388457595,USD,477
388724549,USD,52
388457595,USD,11
388457595,USD,-423
388724549,USD,427
388724549,USD,41
388724549,USD,639
388724549,USD,-575
388457595,USD,4488
388457595,USD,363
388646233,USD,3533
388646233,USD,183
388646233,USD,-592
388646233,USD,636
388783918,USD,63
388783918,USD,229
388783918,USD,386
388783918,USD,-348
388783918,USD,115
388783918,USD,69
388783918,USD,53
388783918,USD,3523
388478885,USD,159
388478885,USD,50
388478885,USD,407
388478885,USD,-359
388478885,USD,22
388478885,USD,206
388478885,USD,2636
388646083,USD,641
388646083,USD,3817
388646083,USD,256
388646083,USD,-576
388488995,USD,264
388488995,USD,23
388488995,USD,513
388488995,USD,-461
388488995,USD,21
388488995,USD,261
388488995,USD,3868
388550433,USD,3791
388550433,USD,-535
388550433,USD,613
388550433,USD,14
388550433,USD,257
388550433,USD,210
388550433,USD,613
388549030,USD,3755
388549030,USD,12
388549030,USD,547
388549030,USD,-481
388549030,USD,358
388549030,USD,608
388549030,USD,276
388460765,USD,31
388460765,USD,589
388460765,USD,-529
388460765,USD,219
388460765,USD,4665
386628214,USD,1518
386628214,USD,176
388472926,USD,46
388472926,USD,591
388472926,USD,-521
388472926,USD,186
388472926,USD,4496
388553216,USD,141
388553216,USD,3222
388553216,USD,-388
388553216,USD,443
388553216,USD,30
388460732,USD,4477
388460732,USD,194
388460732,USD,21
388460732,USD,594
388460732,USD,-517
388724548,USD,418
388724548,USD,61
388724548,USD,422
388724548,USD,-415
388724548,USD,1
388724548,CNY,630
388724548,USD,3084
388552229,USD,4552
388552229,USD,361
388552229,USD,-585
388552229,USD,605
388552229,USD,11
388478354,USD,3672
388478354,USD,373
388478354,USD,11
388478354,USD,-478
388478354,USD,530
388478354,USD,53
388478354,USD,290
388548857,USD,568
388548857,USD,14
388548857,USD,297
388548857,USD,-510
388548857,USD,608
388548857,USD,276
388548857,USD,3795
385890073,USD,847
385890073,USD,266
388489224,USD,29
388489224,USD,173
388489224,USD,391
388489224,USD,2893
388489224,USD,147
388489224,USD,32
388489224,USD,-355
388645650,USD,3252
388645650,USD,136
388645650,USD,-420
388645650,USD,475
388548741,USD,25
388548741,USD,611
388548741,USD,243
388548741,USD,3764
388548741,USD,-579
388548741,USD,617
388548741,USD,269
388483907,USD,-388
388483907,USD,4
388483907,USD,156
388483907,USD,3110
388483907,USD,172
388483907,USD,23
388483907,USD,404
388708087,USD,39
388708087,USD,188
388708087,USD,3409
388708087,USD,438
388708087,USD,14
388708087,USD,560
388708087,USD,-505
385849530,USD,253
385849530,USD,1344
385875688,USD,1146
385875688,USD,190
388549547,USD,566
388549547,USD,41
388549547,USD,282
388549547,USD,-484
388478540,USD,131
388549547,USD,3756
388549547,USD,645
388549547,USD,248
388478540,USD,149
388478540,USD,-329
388478540,USD,371
388478540,USD,26
388478540,USD,50
388478540,USD,2649
388548802,USD,469
388548802,USD,128
388548802,USD,2700
388548802,USD,-419
388548802,USD,437
388548802,USD,41
388548802,USD,132
388549548,USD,3758
388353627,USD,140
388353627,USD,-454
388353627,USD,528
388353627,USD,32
388353627,USD,4499
388353627,USD,269
388460807,USD,4648
388460807,USD,37
388460807,USD,595
388460807,USD,-534
388460807,USD,229
388484129,USD,4188
388484129,USD,227
388484129,USD,18
388484129,USD,-503
388484129,USD,537
388484129,USD,35
388484129,USD,276
388460774,USD,16
388460774,USD,587
388460774,USD,-511
388460774,USD,209
388460774,USD,4655
388462236,USD,4518
388462236,USD,218
388462236,USD,-510
388462236,USD,566
388462236,USD,24
388488650,USD,269
388488650,USD,14
388488650,USD,505
388488650,USD,-456
388488650,USD,51
388488650,USD,214
388488650,USD,3895
388354183,USD,-463
388354183,USD,505
388354183,USD,175
388354183,USD,24
388354183,USD,288
388354183,USD,4523
388645315,USD,3226
388645315,USD,196
388645315,USD,-483
388645315,USD,520
388549491,USD,289
388549491,USD,32
388549491,USD,521
388549491,USD,-477
388549491,USD,3787
388549491,USD,251
388549491,USD,628
388645440,USD,3770
388645440,USD,197
388645440,USD,-566
388645440,USD,650
388549548,USD,-479
388457065,USD,4591
388457065,USD,181
388457065,USD,9
388457065,USD,474
388457065,USD,-426
388494802,USD,258
388494802,USD,275
388494802,USD,46
388494802,USD,517
388494802,USD,-482
388494802,USD,29
388494802,USD,4520
385867672,USD,192
385867672,USD,827
388645912,USD,247
388645912,USD,3820
388645912,USD,602
388645912,USD,-551
388646072,USD,629
388646072,USD,-570
388646072,USD,3810
388646072,USD,276
388724442,USD,48
388724442,USD,459
388724442,USD,529
388724442,USD,-535
388724442,USD,19
388724442,CNY,1743
388724442,USD,3899
388354431,USD,-485
388354431,USD,138
388354431,USD,48
388354431,USD,247
388354431,USD,5259
388354431,USD,543
388724586,USD,3343
388724586,TWD,5603
388724586,USD,11
388724586,USD,-394
388724586,USD,441
388724586,USD,30
388724586,USD,372
388356158,USD,517
388356158,USD,-428
388356158,USD,4522
388356158,USD,153
388356158,USD,32
388356158,USD,175
388549548,USD,298
388549548,USD,29
388549548,USD,556
388548529,USD,635
388548529,USD,188
388548529,USD,3751
388548529,USD,-501
388548529,USD,574
388548529,USD,27
388548529,USD,290
388494729,USD,254
388494729,USD,54
388494729,USD,535
388494729,USD,-478
388494729,USD,42
388494729,USD,239
388494729,USD,4394
388356563,USD,115
388356563,USD,3146
388356563,USD,429
388356563,USD,-393
388356563,USD,134
388356563,USD,34
388468580,USD,248
388468580,USD,-500
388468580,USD,548
388468580,USD,48
388468580,USD,5752
388548956,USD,41
388548956,USD,120
388548956,USD,490
388548956,USD,462
388548956,USD,159
388548956,USD,2705
388548956,USD,-461
388481456,USD,3682
388481456,USD,172
388481456,USD,19
388481456,USD,-491
388481456,USD,517
388481456,USD,34
388481456,USD,283
388357102,USD,5263
388357102,USD,259
388357102,USD,53
388357102,USD,141
388357102,USD,-525
388357102,USD,527
388468563,USD,-395
388468563,USD,217
388468563,USD,3942
388468563,USD,13
388468563,USD,440
388551777,USD,39
388551777,USD,4546
388551777,USD,253
388551777,USD,-484
388551777,USD,568
388462493,USD,-509
388462493,USD,4466
388462493,USD,216
388462493,USD,559
388462493,USD,23
388548810,USD,-521
388548810,USD,643
388548810,USD,248
388548810,USD,3764
388548810,USD,545
388548810,USD,32
388548810,USD,297
388463037,USD,4590
388463037,USD,46
388463037,USD,567
388463037,USD,-532
388463037,USD,177
388552149,USD,3208
388552149,USD,34
388552149,USD,457
388552149,USD,-427
388552149,USD,206
388724514,USD,578
388724514,USD,421
388724514,USD,13
388724514,USD,-535
388724514,USD,22
388724514,CNY,955
388724514,USD,3925
388548507,USD,157
388548507,USD,34
388548507,USD,463
388548507,USD,-408
388548507,USD,2705
388548507,USD,128
388548507,USD,434
388549899,USD,279
388549899,USD,460
388549899,USD,2676
388549899,USD,-392
388549899,USD,432
388549899,USD,47
388549899,USD,159
388724551,USD,-404
388724551,USD,463
388724551,USD,63
388724551,USD,397
388646216,USD,3266
388646216,USD,165
388646216,USD,-422
388646216,USD,498
388488206,USD,3849
388488206,USD,237
388488206,USD,32
388488206,USD,-487
388488206,USD,531
388488206,USD,24
388488206,USD,279
388486984,USD,43
388486984,USD,4199
388486984,USD,193
388486984,USD,42
388486984,USD,-504
388486984,USD,518
388486984,USD,265
386628222,USD,1279
386628222,USD,147
388355682,USD,536
388355682,USD,-517
388355682,USD,176
388355682,USD,18
388355682,USD,248
388355682,USD,5266
388477629,USD,263
388477629,USD,12
388477629,USD,519
388477629,USD,-477
388477629,USD,5
388477629,USD,270
388477629,USD,3814
388356505,USD,17
388356505,USD,163
388356505,USD,-407
388356505,USD,439
388356505,USD,3175
388356505,USD,148
388457125,USD,485
388457125,USD,24
388457125,USD,-434
388457125,USD,176
388457125,USD,4600
388460665,USD,4484
388460665,USD,50
388460665,USD,558
388460665,USD,-515
388460665,USD,176
388488644,USD,290
388488644,USD,11
388488644,USD,3890
388488644,USD,198
388488644,USD,46
388488644,USD,-451
388488644,USD,548
388645701,USD,166
388645701,USD,529
388645701,USD,-464
388645701,USD,3247
388483286,USD,280
388483286,USD,4341
388483286,USD,229
388483286,USD,4
388483286,USD,-468
388483286,USD,529
388483286,USD,25
388646125,USD,3800
388646125,USD,379
388646125,USD,-602
388646125,USD,644
388478889,USD,258
388478889,USD,29
388478889,USD,3667
388478889,USD,259
388478889,USD,45
388478889,USD,-497
388478889,USD,507
385849515,USD,182
385849515,USD,1130
386649363,USD,794
386649363,USD,200
388553687,USD,-392
388553687,USD,159
388553687,USD,3190
388553687,USD,49
388553687,USD,451
388548766,USD,-398
388548766,USD,154
388548766,USD,58
388548766,USD,436
388548766,USD,2697
388548766,USD,189
388548766,USD,439
388489218,USD,146
388489218,USD,14
388489218,USD,400
388489218,USD,-387
388489218,USD,6
388489218,USD,138
388489218,USD,2848
388353586,USD,150
388353586,USD,25
388353586,USD,152
388353586,USD,3785
388483438,USD,249
388483438,USD,62
388483438,USD,540
388483438,USD,54
388483438,USD,229
388552231,USD,3193
388552231,USD,303
388552231,USD,-419
388552231,USD,502
388483438,USD,-500
388552231,USD,46
388483438,USD,4272
388472413,USD,10
388472413,USD,411
388472413,USD,-403
388472413,USD,144
388472413,USD,3601
388552145,USD,4554
388552145,USD,227
388552145,USD,-485
388552145,USD,526
388552145,USD,27
388358209,USD,3190
388358209,USD,277
388358209,USD,13
388358209,USD,128
388358209,USD,-419
388358209,USD,441
388777494,USD,39
388777494,USD,3514
388777494,USD,228
388777494,USD,30
388777494,USD,62
388777494,USD,99
388777494,USD,-349
388777494,USD,340
388353568,USD,3182
388353568,USD,173
388353568,USD,421
388353568,USD,-403
388353568,USD,140
388353568,USD,20
388771155,USD,480
388771155,USD,-409
388771155,USD,141
388771155,USD,33
388771155,USD,155
388771155,USD,6223
388771155,USD,63
388467555,USD,4783
388467555,USD,264
388467555,USD,-555
388467555,USD,580
388467555,USD,19
388646283,USD,647
388646283,USD,-557
388646283,USD,175
388646283,USD,3499
388460693,USD,597
388460693,USD,-511
388460693,USD,189
388460693,USD,5605
388479700,USD,31
388479700,USD,276
388479700,USD,532
388479700,USD,3693
388479700,USD,225
388479700,USD,45
388479700,USD,-453
388355675,USD,429
388355675,USD,-390
388355675,USD,153
388355675,USD,46
388355675,USD,147
388355675,USD,3152
388552694,USD,-517
388552694,USD,534
388552694,USD,23
388552694,USD,354
388552694,USD,4575
388645289,USD,3831
388645289,USD,235
388645289,USD,625
388645289,USD,-566
388456752,USD,4515
388456752,USD,214
388456752,USD,-438
388456752,USD,491
388456752,USD,54
388645649,USD,3813
388645649,USD,208
388549525,USD,461
388549525,USD,210
388549525,USD,2708
388549525,USD,-411
388549525,USD,475
388549525,USD,32
388549525,USD,155
388645649,USD,-604
388645649,USD,613
388358528,USD,4501
388358528,USD,264
388358528,USD,3
388358528,USD,126
388358528,USD,-475
388358528,USD,519
388645314,USD,3749
388645314,USD,229
388645314,USD,-593
388645314,USD,642
388494117,USD,508
388494117,USD,4490
388494117,USD,197
388494117,USD,18
388494117,USD,-502
388494117,USD,46
388494117,USD,247
388553679,USD,-492
388553679,USD,537
388553679,USD,12
388357084,USD,44
388357084,USD,229
388357084,USD,4503
388357084,USD,151
388357084,USD,490
388357084,USD,-423
388724710,USD,51
388724710,USD,415
388724710,USD,4229
388724710,TWD,7885
388724710,USD,6
388724710,USD,-544
388724710,USD,554
388478891,USD,27
388478891,USD,372
388478891,USD,-320
388478891,USD,4
388478891,USD,189
388478891,USD,2615
388478891,USD,128
388355665,USD,136
388355665,USD,45
388355665,USD,-449
388355665,USD,465
388355665,USD,4546
388355665,USD,229
385867521,USD,827
385867521,USD,211
385890074,USD,197
385890074,USD,716
388460709,USD,42
388460709,USD,382
388460709,USD,3601
388460709,USD,146
388460709,USD,-362
386628229,USD,268
386628229,USD,1531
388459019,USD,4481
388459019,USD,164
388459019,USD,-449
388459019,USD,448
388459019,USD,35
388548742,USD,145
388548742,USD,34
388548742,USD,477
388548742,USD,-414
388548742,USD,2671
388548742,USD,215
388548742,USD,426
388724446,USD,435
388724446,USD,31
388724446,USD,620
388724446,USD,-552
388724446,USD,31
388724446,CNY,1712
388724446,USD,3887
388359245,USD,542
388359245,USD,-511
388359245,USD,151
388359245,USD,12
388359245,USD,263
388359245,USD,5326
388472446,USD,-343
388472446,USD,3598
388472446,USD,132
388472446,USD,407
388472446,USD,25
388463189,USD,411
388463189,USD,62
388463189,USD,-386
388463189,USD,109
388463189,USD,3695
388460674,USD,4512
388460674,USD,573
388460674,USD,-554
388460674,USD,183
388460674,USD,59
388472925,USD,54
388472925,USD,4469
388472925,USD,188
388472925,USD,-511
388472925,USD,549
388464167,USD,261
388464167,USD,18
388464167,USD,566
388464167,USD,-520
388464167,USD,5624
388553679,USD,191
388553679,USD,4582
388724563,USD,430
388724563,USD,16
388724563,USD,642
388724563,USD,-557
388724563,USD,11
388724563,CNY,938
388724563,USD,3926
388552700,USD,4557
388552700,USD,365
388552700,USD,-503
388552700,USD,544
388552700,USD,12
388645345,USD,3187
388645345,USD,172
388645345,USD,-482
388645345,USD,538
388356209,USD,3158
388356209,USD,128
388356209,USD,461
388356209,USD,34
388356209,USD,-420
388356209,USD,119
388354021,USD,4493
388354021,USD,279
388354021,USD,41
388354021,USD,140
388354021,USD,-461
388354021,USD,527
388552078,USD,10
388552078,USD,3194
388552078,USD,141
388552078,USD,-406
388552078,USD,439
388354022,USD,3190
388354022,USD,147
388354022,USD,416
388354022,USD,-385
388354022,USD,158
388354022,USD,0
385852491,USD,869
385852491,USD,297
388645731,USD,502
388645731,USD,-495
388645731,USD,160
388645731,USD,3198
388478532,USD,56
388478532,USD,3652
388478532,USD,204
388478532,USD,54
388478532,USD,-485
388478532,USD,508
388478532,USD,263
388724551,CNY,636
388724551,USD,3110
388724551,USD,7
388461981,USD,45
388461981,USD,582
388461981,USD,-513
388461981,USD,179
388461981,USD,4475
388724750,USD,414
388548923,USD,2680
388548923,USD,423
388548923,USD,128
388548923,USD,-409
388548923,USD,416
388548923,USD,31
388548923,USD,144
388724750,USD,50
388724750,USD,3877
388724750,CNY,948
388724750,USD,9
388724750,USD,-503
388724750,USD,584
388645916,USD,538
388645916,USD,3257
388645916,USD,149
388645916,USD,-501
388552085,USD,26
388460733,USD,144
388552085,USD,550
388552085,USD,-473
388552085,USD,267
388552085,USD,4587
388460733,USD,53
388460733,USD,415
388460733,USD,-402
388460733,USD,3596
388472468,USD,41
388472468,USD,587
388472468,USD,-544
388472468,USD,172
388472468,USD,4498
388491181,USD,3857
388491181,USD,173
388491181,USD,3
388491181,USD,-453
388491181,USD,532
388491181,USD,10
388491181,USD,251
388645716,USD,480
388645716,USD,-461
388645716,USD,125
388645716,USD,3255
388646291,USD,3148
388646291,USD,160
388646291,USD,-460
388473382,USD,3573
388646291,USD,499
388473382,USD,157
388473382,USD,-377
388473382,USD,459
388473382,USD,34
388467572,USD,278
388467572,USD,-532
388467572,USD,568
388467572,USD,39
388467572,USD,5666
388775672,USD,154
388775672,USD,19
388775672,USD,6422
388775672,USD,41
388775672,USD,174
388775672,USD,-445
388775672,USD,469
388548717,USD,3758
388548717,USD,602
388548717,USD,257
388548717,USD,-499
388548717,USD,565
388548717,USD,48
388548717,USD,255
388353586,USD,483
388353586,USD,-409
388645469,USD,613
388645469,USD,3799
388645469,USD,181
388645469,USD,-588
388724780,USD,455
388724780,USD,17
388724780,USD,548
388724780,USD,-544
388724780,USD,43
388724780,CNY,954
388724780,USD,3930
388553214,USD,174
388553214,USD,51
388553214,USD,564
388553214,USD,-490
388468581,USD,4923
388468581,USD,226
388468581,USD,-403
388468581,USD,452
388468581,USD,50
388356523,USD,-404
388356523,USD,3830
388356523,USD,115
388356523,USD,0
388356523,USD,129
388356523,USD,457
388724566,USD,27
388724566,CNY,939
388724566,USD,3902
388724566,USD,-540
388724566,USD,447
388724566,USD,12
388724566,USD,552
388460792,USD,52
388460792,USD,5753
388460792,USD,217
388460792,USD,-504
388460792,USD,586
388489636,USD,269
388489636,USD,19
388489636,USD,531
388489636,USD,-486
388489636,USD,42
388489636,USD,271
388553214,USD,4600
388549490,USD,634
388549490,USD,242
388549490,USD,3788
388549490,USD,-489
388549490,USD,565
388549490,USD,10
388549490,USD,282
388463213,USD,3672
388463213,USD,125
388463213,USD,-373
388463213,USD,399
388463213,USD,15
388357093,USD,513
388357093,USD,-439
388357093,USD,140
388357093,USD,10
388357093,USD,259
388357093,USD,4520
388457071,USD,8
388460764,USD,4654
388460764,USD,198
388460764,USD,45
388460764,USD,569
388460764,USD,-508
388457071,USD,4592
388457071,USD,204
388457071,USD,-458
388457071,USD,455
388645634,USD,619
388645634,USD,-597
388645634,USD,202
388645634,USD,3818
388483444,USD,285
388483444,USD,23
388483444,USD,498
388483444,USD,-458
388483444,USD,54
388483444,USD,190
388460766,USD,3701
388460766,USD,148
388460766,USD,-373
388460766,USD,420
388460766,USD,19
388483444,USD,4253
388724814,USD,419
388724814,USD,45
388724814,USD,583
388724814,USD,-500
388724814,USD,39
388724814,CNY,924
388724814,USD,3903
388464149,USD,4783
388464149,USD,262
388464149,USD,-551
388464149,USD,597
388464149,USD,51
388493347,USD,4400
388493347,USD,286
388493347,USD,45
388493347,USD,-450
388493347,USD,500
388493347,USD,58
388493347,USD,294
388552355,USD,24
388552355,USD,602
388552355,USD,-583
388552355,USD,185
388552355,USD,4588
388493300,USD,396
388493300,USD,158
388493300,USD,32
388493300,USD,-359
388493300,USD,25
388493300,USD,123
388493300,USD,3703
388489636,USD,3888
388482633,USD,504
388482633,USD,-453
388482633,USD,55
388482633,USD,275
388482633,USD,4199
388553711,USD,55
388553711,USD,479
388553711,USD,-438
388482633,USD,246
388553711,USD,158
388553711,USD,3184
388482633,USD,49
388551801,USD,203
388551801,USD,4587
388551801,USD,-546
388551801,USD,60
388551801,USD,581
386658062,USD,185
386658062,USD,1511
385890072,USD,249
385890072,USD,887
388549499,USD,639
388549499,USD,262
388549499,USD,3746
388549499,USD,-486
388549499,USD,562
388549499,USD,25
388549499,USD,292
388645313,USD,3754
388645313,USD,224
388645313,USD,-578
388645313,USD,621
388355329,USD,562
388355329,USD,-500
388355329,USD,134
388355329,USD,44
388355329,USD,154
388355329,USD,5257
386628216,USD,1235
386628216,USD,126
388646009,USD,3822
388646009,USD,634
388646009,USD,-576
388646009,USD,201
388551892,USD,-415
388551892,USD,55
388551892,USD,444
388551892,USD,146
388551892,USD,3214
388645476,USD,3849
388645476,USD,220
388645476,USD,-590
388645476,USD,600
385852589,USD,381
385852589,USD,963
388478594,USD,2602
388478594,USD,160
388478594,USD,33
388478594,USD,-363
388478594,USD,382
388478594,USD,17
388478594,USD,129
388356208,USD,-486
388356208,USD,543
388356208,USD,4524
388356208,USD,193
388356208,USD,24
388356208,USD,155
388483473,USD,3104
388483473,USD,0
388483473,USD,-367
388483473,USD,407
388483473,USD,12
388483473,USD,125
388483473,USD,119
388552201,USD,548
388552201,USD,-495
388552201,USD,227
388552201,USD,4573
388552201,USD,23
388483773,USD,145
388483773,USD,166
388483773,USD,55
388483773,USD,-373
388483773,USD,440
388483773,USD,48
388483773,USD,3017
388645333,USD,3264
388645333,USD,178
388645333,USD,-422
388645333,USD,496
388493352,USD,257
388493352,USD,40
388493352,USD,38
388493352,USD,544
388493352,USD,-490
388493352,USD,282
388493352,USD,4368
388549523,USD,233
388549523,USD,3760
388549523,USD,-576
388549523,USD,603
388549523,USD,64
388549523,USD,282
388549523,USD,641
388484204,USD,4152
388484204,USD,358
388484204,USD,27
388484204,USD,-464
388484204,USD,499
388484204,USD,61
388484204,USD,291
388461924,USD,4517
388461924,USD,181
388461924,USD,-522
388461924,USD,590
388461924,USD,62
388645914,USD,211
388645914,USD,3801
388645914,USD,-551
388645914,USD,640
388478539,USD,277
388478539,USD,14
388478539,USD,539
388478539,USD,-474
