D_ID,CURRENCY,CHARGE_VALUE
381655037,USD,-514
381655037,USD,179
381655037,USD,4069
381663737,USD,275
381663737,USD,30
381663737,USD,566
381663737,USD,-514
381663737,USD,4407
381682466,USD,515
381682466,USD,-471
381682466,USD,117
381682466,USD,3137
381658589,USD,11
381658589,USD,187
381658589,USD,-527
381658589,USD,569
381816637,USD,280
381816637,USD,601
381816637,USD,-584
381816637,USD,3805
381658589,USD,4052
381655011,USD,4047
381655011,USD,203
381655011,USD,-525
381655011,USD,576
381655011,USD,41
381669214,USD,130
381669214,USD,-328
381669214,USD,325
381669214,USD,37
381669214,USD,3259
381657110,USD,11
381657110,USD,461
381657110,USD,-435
381657110,USD,167
381657110,USD,4014
381682901,USD,3919
381682901,USD,194
381682901,USD,-448
381682901,USD,449
381664942,USD,246
381664942,USD,-539
381664942,USD,546
381664942,USD,11
381683350,USD,-445
381683350,USD,496
381683350,USD,200
381683350,USD,3944
381684521,USD,419
381684521,USD,-374
381684521,USD,183
381684521,USD,3123
381664545,USD,232
381664545,USD,-340
381664545,USD,373
381664545,USD,18
381664545,USD,3515
381684160,USD,3909
381684160,USD,533
381684160,USD,-485
381684160,USD,280
381670030,USD,3211
381670030,USD,124
381670030,USD,-321
381670030,USD,372
381658611,USD,8
381658611,USD,390
381658611,USD,-340
381658611,USD,145
381658611,USD,3212
381670030,USD,25
381812892,USD,3846
381654669,USD,443
381654669,USD,47
381654669,USD,-410
381654669,USD,3303
381654669,USD,124
381682399,USD,-437
381682399,USD,4453
381682399,USD,156
381683454,USD,501
381683454,USD,-466
381683454,USD,192
381683454,USD,4051
381810214,USD,473
381810214,USD,3041
381810214,USD,190
381810214,USD,-434
381684520,USD,258
381684520,USD,-454
381684520,USD,493
381684520,USD,3922
381812029,USD,213
381812029,USD,618
381812029,USD,-577
381812029,USD,3830
381812940,USD,3894
381812940,USD,186
381812940,USD,-569
381812940,USD,611
381658576,USD,191
381658576,USD,4044
381658576,USD,60
381658576,USD,553
381658576,USD,-546
381657102,USD,3934
381657102,USD,164
381657102,USD,-394
381657102,USD,430
381657102,USD,14
375627044,USD,125
375627044,CNY,1025
375627044,HKD,3113
375627044,USD,87
381686501,USD,4062
381686501,USD,204
381686501,USD,-415
381686501,USD,455
381812202,USD,3845
381812202,USD,188
381812202,USD,-580
381812202,USD,636
381682399,USD,459
381810462,USD,607
381810462,USD,-558
381810462,USD,249
381810462,USD,3827
381820088,USD,632
381820088,USD,3808
381820088,USD,219
381820088,USD,-589
381810740,USD,221
381810740,USD,-550
381810740,USD,640
381810740,USD,3803
381812030,USD,-593
381812030,USD,3845
381812030,USD,199
381812030,USD,633
381684236,USD,523
381684236,USD,3147
381684236,USD,279
381684236,USD,-476
381812472,USD,3850
381812472,USD,225
381812472,USD,-563
381812472,USD,631
381686525,USD,175
381686525,USD,4331
381659229,USD,229
381659229,USD,-368
381659229,USD,414
381659229,USD,31
381659229,USD,3461
381820960,USD,211
381820960,USD,3796
381820960,USD,-551
381820960,USD,649
381686525,USD,481
381686525,USD,-428
381685424,USD,3227
381685424,USD,223
381685424,USD,-381
381685424,USD,424
381684560,USD,526
381684560,USD,-475
381684560,USD,219
381684560,USD,3156
381812328,USD,-465
381812328,USD,128
381812328,USD,3039
381812328,USD,465
381657308,USD,49
381654659,USD,545
381654659,USD,-518
381654659,USD,50
381657308,USD,4037
381657308,USD,576
381657308,USD,-535
381657308,USD,179
381684263,USD,492
381684263,USD,-471
381684263,USD,202
381684263,USD,4074
381654981,USD,4051
381654981,USD,205
381654981,USD,7
381654981,USD,560
381654981,USD,-522
381670028,USD,-524
381670028,USD,188
381670028,USD,4058
381670028,USD,576
381670028,USD,16
381683219,USD,522
381683219,USD,-478
381683219,USD,124
381683219,USD,3140
381814281,USD,3799
381814281,USD,224
381814281,USD,-585
381814281,USD,615
381811662,USD,-564
381811662,USD,214
381811662,USD,4551
381811662,USD,595
381654677,USD,9
381654677,USD,550
381654677,USD,-535
381654677,USD,222
381654677,USD,4160
381811639,USD,3040
381811639,USD,134
381811639,USD,-446
381811639,USD,463
381810224,USD,3822
381810224,USD,271
381810224,USD,-599
381810224,USD,605
381657068,USD,207
381657068,USD,4051
381657068,USD,47
381657068,USD,574
381657068,USD,-545
381683308,USD,439
381683308,USD,-414
381683308,USD,206
381683308,USD,4302
381682612,USD,193
381682612,USD,506
381682612,USD,-443
381663817,USD,3495
381663817,USD,203
381659663,USD,60
381659663,USD,423
381659663,USD,-368
381659663,USD,277
381659663,USD,3234
381663817,USD,423
381663817,USD,-384
381663817,USD,13
381682612,USD,3898
381816649,USD,639
381814010,USD,642
381814010,USD,3800
381814010,USD,378
381814010,USD,-556
381816649,USD,-554
381816649,USD,275
381816649,USD,4551
381819969,USD,629
381819969,USD,-562
381819969,USD,218
381819969,USD,4568
381812941,USD,3862
381812941,USD,191
381812941,USD,-557
381812941,USD,637
381654659,USD,180
381654659,USD,4149
381682722,USD,4046
381682722,USD,157
381682722,USD,-400
381682722,USD,472
381657260,USD,45
381657260,USD,580
381657260,USD,-544
381657260,USD,173
381657260,USD,4022
381810451,USD,628
381810451,USD,-574
381810451,USD,249
381810451,USD,3820
381811163,USD,245
381811163,USD,3845
381811163,USD,-567
381811163,USD,636
381813947,USD,191
381813947,USD,2973
381813947,USD,464
381813947,USD,-439
381669258,USD,3216
381669258,USD,109
381669258,USD,-338
381669258,USD,381
381669258,USD,47
381654970,USD,3226
381654970,USD,138
381654970,USD,-382
381654970,USD,457
381654970,USD,18
381813991,USD,-557
381813991,USD,642
381813991,USD,381
381654992,USD,60
381813991,USD,4548
381812327,USD,217
381812327,USD,3820
381812327,USD,643
381812327,USD,-553
381663771,USD,4683
381663771,USD,244
381663771,USD,14
381663771,USD,-534
381663771,USD,580
381657077,USD,4041
381657077,USD,171
381657077,USD,559
381657077,USD,-512
381683855,USD,4446
381683855,USD,257
381683855,USD,-406
381683855,USD,477
381810449,USD,3264
381810449,USD,165
381810449,USD,-463
381810449,USD,530
381669979,USD,-310
381669979,USD,328
381669979,USD,46
381819938,USD,601
381819938,USD,-551
381819938,USD,202
381819938,USD,3836
381682910,USD,487
381682910,USD,-468
381682910,USD,152
381682910,USD,3934
381654734,USD,24
381654734,USD,563
381654734,USD,-508
381654734,USD,224
381654734,USD,4118
381669979,USD,147
381683894,USD,3529
381683894,USD,290
381683894,USD,-402
381683894,USD,482
381683662,USD,3937
381683662,USD,159
381683662,USD,-423
381683662,USD,482
381685422,USD,4276
381685422,USD,282
381685422,USD,-425
381685422,USD,481
381669979,USD,3223
381815898,USD,608
381815898,USD,-586
381815898,USD,259
381815898,USD,3843
381819940,USD,3085
381819940,USD,151
381819940,USD,-482
381819940,USD,513
381817102,USD,3850
381817102,USD,643
381817102,USD,-562
381817102,USD,261
381683455,USD,535
381683455,USD,-469
381683455,USD,206
381683455,USD,3904
381814260,USD,598
381814260,USD,-566
381814260,USD,253
381814260,USD,3811
381654959,USD,15
381654959,USD,566
381654959,USD,-547
381654959,USD,216
381654959,USD,4023
381654992,USD,4543
381654992,USD,182
381654992,USD,-544
381654992,USD,564
381821014,USD,3830
381821014,USD,645
381821014,USD,-562
381821014,USD,170
381685157,USD,-443
381685157,USD,4146
381685157,USD,251
381685157,USD,529
381819944,USD,3816
381819944,USD,198
381819944,USD,-600
381819944,USD,636
381820089,USD,-565
381820089,USD,166
381820089,USD,3800
381820089,USD,647
381683661,USD,4085
381683661,USD,463
381683661,USD,-415
381683661,USD,201
381682911,USD,118
381682911,USD,490
381682911,USD,-455
381682911,USD,3164
381657077,USD,36
381684145,USD,3904
381684145,USD,167
381684145,USD,-451
381684145,USD,524
381684529,USD,3936
381684529,USD,533
381684529,USD,-452
381684529,USD,238
381810517,USD,-564
381810517,USD,620
381813967,USD,607
381813967,USD,-594
381813967,USD,421
381813967,USD,3817
381657272,USD,9
381657272,USD,4630
381657272,USD,592
381657272,USD,-523
381657272,USD,209
381810517,USD,198
381810517,USD,4055
381663788,USD,578
381663788,USD,35
381663788,USD,-549
381663788,USD,232
381663788,USD,4320
381817104,USD,3842
381817104,USD,238
381817104,USD,-601
381817104,USD,611
381814990,USD,3844
381814990,USD,218
381814990,USD,-583
381814990,USD,644
381820943,USD,496
381820943,USD,-489
381820943,USD,153
381820943,USD,3056
381686212,USD,3156
381811638,USD,-573
381811638,USD,597
381811638,USD,216
381811638,USD,3806
381654708,USD,165
381654708,USD,3296
381654708,USD,-339
381654708,USD,374
381654708,USD,52
381657300,USD,3230
381682562,USD,3150
381682562,USD,133
381682562,USD,-465
381682562,USD,512
381655039,USD,-406
381655039,USD,3249
381655039,USD,159
381655039,USD,451
381655039,USD,14
381659240,USD,10
381659240,USD,560
381659240,USD,-503
381659240,USD,270
381659240,USD,4344
381686966,USD,-434
381686966,USD,3896
381686966,USD,191
381658588,USD,4064
381820990,USD,610
381683440,USD,4349
381683440,USD,197
381683440,USD,-434
381658588,USD,53
381683440,USD,448
381820990,USD,208
381820990,USD,3802
381658588,USD,170
381658588,USD,-505
381658588,USD,586
381820990,USD,-576
381686966,USD,487
381683456,USD,502
381683456,USD,-452
381683456,USD,142
381683456,USD,3121
381814011,USD,299
381814011,USD,3046
381814011,USD,-459
381814011,USD,495
381815306,USD,636
381815306,USD,-602
381815306,USD,262
381815306,USD,4582
381659218,USD,42
381659218,USD,587
381659218,USD,-518
381659218,USD,279
381659218,USD,4348
381686212,USD,105
381686212,USD,-407
381686212,USD,428
381683685,USD,4457
381683685,USD,199
381683685,USD,-414
381683685,USD,475
381813979,USD,633
381813979,USD,-574
381813979,USD,412
381813979,USD,3839
381816667,USD,-592
381816667,USD,250
381816667,USD,3831
381816667,USD,599
381811663,USD,-495
381811663,USD,530
381811663,USD,3646
381811663,USD,165
381815901,USD,598
381815901,USD,-569
381815901,USD,227
381659604,USD,564
381659604,USD,4014
381659604,USD,362
381659604,USD,-548
381659604,USD,55
381669238,USD,181
381669238,USD,-525
381669238,USD,546
381669238,USD,17
381669238,USD,4527
381684528,USD,4045
381684528,USD,246
381684528,USD,-445
381684528,USD,489
381686524,USD,4496
381686524,USD,187
381686524,USD,-421
381686524,USD,460
381658569,USD,31
381658569,USD,375
381658569,USD,-320
381658569,USD,130
381658569,USD,3254
381670120,USD,162
381670120,USD,3253
381670120,USD,-403
381670120,USD,446
381670120,USD,41
381669226,USD,-527
381669226,USD,561
381669226,USD,19
381669226,USD,4046
381669226,USD,164
381815901,USD,3824
381682575,USD,4476
381682575,USD,181
381682575,USD,-418
381682575,USD,486
381670029,USD,62
381670029,USD,591
381670029,USD,-516
381670029,USD,197
381670029,USD,4049
381819946,USD,490
381819946,USD,3045
381819946,USD,135
381819946,USD,-438
381820941,USD,3844
381820941,USD,194
381820941,USD,598
381820941,USD,-550
381685423,USD,499
381685423,USD,-419
381685423,USD,4146
381685423,USD,229
381812796,USD,539
381812796,USD,-499
381812796,USD,156
381812796,USD,3934
381669247,USD,-422
381669247,USD,468
381669247,USD,45
381669247,USD,184
381669247,USD,4044
381819945,USD,3798
381819945,USD,206
381819945,USD,605
381819945,USD,-568
381683217,USD,4090
381683217,USD,519
381683217,USD,-463
381683217,USD,177
381657240,USD,339
381657240,USD,3264
381657240,USD,123
381657240,USD,-312
381657240,USD,56
381659636,USD,50
381659636,USD,418
381659636,USD,-360
381659636,USD,306
381659636,USD,3221
381821013,USD,595
381821013,USD,3828
381821013,USD,169
381821013,USD,-572
381657261,USD,3233
381657261,USD,42
381657261,USD,444
381657261,USD,-389
381657261,USD,129
381664544,USD,10
381664544,USD,452
381664544,USD,-455
381664544,USD,257
381664544,USD,4413
381815305,USD,4572
381815305,USD,253
381815305,USD,-551
381815305,USD,596
381683833,USD,468
381683833,USD,-396
381683833,USD,212
381683833,USD,3117
381685177,USD,-477
381685177,USD,506
381685177,USD,250
381685177,USD,4272
381684137,USD,3896
381684137,USD,156
381684137,USD,-445
381684137,USD,483
381682485,USD,483
381812770,USD,-605
381812770,USD,616
381812770,USD,187
381812770,USD,3861
381657336,USD,37
381657336,USD,3243
381657336,USD,131
381657336,USD,-393
381657336,USD,434
381654961,USD,3235
381654961,USD,130
381654961,USD,-371
381654961,USD,423
381654961,USD,22
381663746,USD,261
381663746,USD,4333
381663746,USD,-523
381663746,USD,585
381663746,USD,22
381659228,USD,4361
381659228,USD,277
381659228,USD,-522
381659228,USD,559
381659228,USD,43
381658646,USD,162
381658646,USD,11
381658646,USD,571
381658646,USD,-526
381658646,USD,4057
381813942,USD,648
381813942,USD,3723
381813942,USD,274
381813942,USD,-605
381812771,USD,3889
381812771,USD,180
381812771,USD,-586
381812771,USD,644
381669999,USD,4037
381669999,USD,48
381669999,USD,575
381669999,USD,-538
381669999,USD,211
381686219,USD,4087
381686219,USD,166
381686219,USD,-466
381686219,USD,517
381687355,USD,3529
381685158,USD,502
381685158,USD,-451
381685158,USD,206
381685158,USD,3267
381687355,USD,483
381687355,USD,-412
381687355,USD,153
381812904,USD,645
381812904,USD,-591
381812904,USD,190
381812904,USD,3895
381659661,USD,4014
381659661,USD,387
381659661,USD,-537
381659661,USD,552
381659661,USD,13
381659627,USD,3223
381659627,USD,274
381659627,USD,-300
381659627,USD,347
381659627,USD,43
381686210,USD,491
381686210,USD,-425
381686210,USD,199
381686210,USD,4092
381813993,USD,3655
381813993,USD,323
381813993,USD,-451
381813993,USD,547
381658602,USD,457
381658602,USD,13
381658602,USD,-409
381658602,USD,154
381658602,USD,3953
381811680,USD,614
381811680,USD,-594
381811680,USD,185
381811680,USD,3849
381663772,USD,62
381663772,USD,424
381663772,USD,-389
381663772,USD,180
381663772,USD,3948
381687353,USD,-437
381687353,USD,4490
381687353,USD,204
381687353,USD,462
381654678,USD,15
381654678,USD,3304
381654678,USD,153
381654678,USD,-417
381654678,USD,454
381810463,USD,206
381810463,USD,3824
381810463,USD,-553
381810463,USD,613
381670119,USD,16
381670119,USD,588
381670119,USD,-524
381670119,USD,173
381670119,USD,4054
381654697,USD,499
381654697,USD,61
381654697,USD,4162
381654697,USD,206
381654697,USD,-429
381683179,USD,520
381683179,USD,-446
381683179,USD,178
381683179,USD,3928
381664524,USD,62
381664524,USD,463
381664524,USD,-408
381664524,USD,214
381664524,USD,3511
381812013,USD,3679
381812013,USD,156
381812013,USD,-490
381812013,USD,499
381819956,USD,3826
381819956,USD,167
381819956,USD,-603
381819956,USD,645
381682936,USD,-436
381682936,USD,493
381682936,USD,164
381682936,USD,4091
381670019,USD,4061
381670019,USD,186
381670019,USD,-421
381670019,USD,488
381670019,USD,28
381686967,USD,3130
381686967,USD,141
381686967,USD,-438
381686967,USD,519
381659583,USD,553
381659583,USD,32
381659583,USD,-535
381659583,USD,4046
381659583,USD,380
381683218,USD,3942
381683218,USD,503
381683218,USD,-446
381683218,USD,178
381658720,USD,56
381658720,USD,599
381658720,USD,-542
381658720,USD,271
381658720,USD,4366
381813992,USD,-550
381813992,USD,4551
381813992,USD,408
381813992,USD,645
381683285,USD,469
381683285,USD,-372
381683285,USD,157
381683285,USD,3117
381811162,USD,600
381811162,USD,-550
381811162,USD,230
381811162,USD,3845
381682401,USD,3484
381682401,USD,137
381682401,USD,-423
381682401,USD,474
381682485,USD,4100
381682485,USD,195
381682485,USD,-466
381683961,USD,484
381683961,USD,-470
381683961,USD,397
381683961,USD,3943
381654699,USD,155
381654699,USD,-301
381654699,USD,357
381654699,USD,45
381654699,USD,3343
381683349,USD,4083
381683349,USD,193
381683349,USD,-447
381683349,USD,485
381812204,USD,521
381812204,USD,-482
381812204,USD,3066
381812204,USD,127
381684136,USD,463
381684136,USD,-404
381684136,USD,184
381684136,USD,4057
381657078,USD,3262
381657078,USD,163
381657078,USD,-380
381657078,USD,429
381657078,USD,7
381813506,USD,4466
381813506,USD,280
381813506,USD,-605
381813506,USD,639
381683892,USD,467
381683892,USD,4445
381683892,USD,405
381683892,USD,-403
381670118,USD,10
381670118,USD,583
381670118,USD,-551
381670118,USD,175
381670118,USD,4059
381684159,USD,4092
381684159,USD,249
381684159,USD,-485
381684159,USD,521
381812031,USD,3040
381812031,USD,148
381812031,USD,-452
381812031,USD,465
375627590,TWD,7026
375627590,HKD,2855
375627590,USD,83
375627590,USD,46
381683841,USD,3944
381683841,USD,262
381683841,USD,-441
381683841,USD,528
381812764,USD,623
381812764,USD,-573
381812764,USD,166
381812764,USD,4113
381657239,USD,4059
381657239,USD,202
381657239,USD,-434
381657239,USD,476
381657239,USD,46
381820989,USD,614
381820989,USD,3830
381820989,USD,171
381820989,USD,-578
381685156,USD,4307
381685156,USD,236
381685156,USD,-492
381685156,USD,485
381811983,USD,535
381811983,USD,-505
381811983,USD,3078
381811983,USD,135
381687340,USD,504
381687340,USD,-439
381687340,USD,119
381687340,USD,3140
381682465,USD,528
381682465,USD,-439
381682465,USD,163
381682465,USD,3920
381812965,USD,4101
381812965,USD,179
381812965,USD,-561
381812965,USD,613
381810493,USD,595
381810493,USD,-576
381810493,USD,223
381810493,USD,3816
381684286,USD,514
381684286,USD,-443
381684286,USD,124
381684286,USD,3162
381663816,USD,262
381663816,USD,42
381663816,USD,579
381663816,USD,-527
381663816,USD,4380
381813981,USD,301
381813981,USD,522
381813981,USD,-463
381813981,USD,3045
381684579,USD,484
381684579,USD,-465
381684579,USD,277
381684579,USD,4045
381669283,USD,173
381669283,USD,4050
381669283,USD,-508
381669283,USD,31
381669283,USD,598
381669210,USD,179
381669210,USD,59
381669210,USD,580
381669210,USD,-522
381669210,USD,4037
381683832,USD,-403
381683832,USD,234
381683832,USD,3922
381683832,USD,447
381816690,USD,525
381816690,USD,-467
381816690,USD,3062
381816690,USD,225
381687062,USD,3156
381687062,USD,141
381687062,USD,-443
381687062,USD,495
381812352,USD,519
381812352,USD,-467
381812352,USD,171
381812352,USD,3041
381815902,USD,505
381815902,USD,-451
381815902,USD,184
381815902,USD,3074
381664502,USD,4407
381664502,USD,257
381664502,USD,-524
381664502,USD,589
381664502,USD,22
381682553,USD,3159
381682553,USD,454
381682553,USD,-403
381682553,USD,123
381669986,USD,4061
381669986,USD,168
381669986,USD,-521
381669986,USD,551
381669986,USD,49
381684226,USD,486
381684226,USD,-445
381684226,USD,408
381684226,USD,3906
381663738,USD,18
381663738,USD,4389
381663738,USD,248
381663738,USD,-505
381663738,USD,564
381811164,USD,3087
381811164,USD,503
381811164,USD,-424
381811164,USD,188
381657100,USD,55
381657100,USD,575
381657100,USD,-503
381657100,USD,205
381657100,USD,4524
381819970,USD,-474
381819970,USD,150
381819970,USD,3642
381819970,USD,521
381820066,USD,488
381820066,USD,-421
381820066,USD,129
381820066,USD,3065
381654698,USD,4154
381654698,USD,189
381654698,USD,-405
381654698,USD,472
381654698,USD,7
381812894,USD,3084
381812894,USD,143
381812894,USD,-463
381812894,USD,461
381816650,USD,4562
381816650,USD,233
381816650,USD,-561
381816650,USD,643
381810475,USD,648
381810475,USD,-575
381810475,USD,246
381810475,USD,4843
381658578,USD,53
381658578,USD,464
381658578,USD,-407
381658578,USD,114
381658578,USD,3210
381810226,USD,536
381810226,USD,-483
381810226,USD,196
381810226,USD,3083
381657519,USD,3247
381657519,USD,144
381657519,USD,-335
381657519,USD,372
381657519,USD,44
381682926,USD,471
381682926,USD,-397
381682926,USD,120
381682926,USD,3518
381659634,USD,4027
381659634,USD,381
381659634,USD,-503
381659634,USD,573
381659634,USD,54
381816638,USD,-583
381816638,USD,595
381815323,USD,3811
381815323,USD,254
381815323,USD,-595
381815323,USD,613
381685142,USD,455
381685142,USD,-420
381685142,USD,243
381685142,USD,4522
381684519,USD,-433
381684519,USD,4056
381684519,USD,242
381684519,USD,447
381683893,USD,471
381683893,USD,-422
381683893,USD,417
381683893,USD,4344
381816638,USD,253
381816638,USD,3824
381816668,USD,3810
381816668,USD,232
381816668,USD,-601
381816668,USD,610
381812000,USD,636
381812000,USD,-585
381812000,USD,3796
381812000,USD,194
381659606,USD,3228
381659606,USD,316
381659606,USD,-387
381659606,USD,410
381659606,USD,19
381659241,USD,213
381659241,USD,-384
381659241,USD,462
381659241,USD,26
381659241,USD,3464
381658747,USD,8
381658747,USD,581
381658747,USD,-500
381658747,USD,267
381658747,USD,4342
381812892,USD,181
381812892,USD,-591
381812892,USD,616
381813545,USD,-568
381813545,USD,636
381813545,USD,264
381813545,USD,3697
381658565,USD,4025
381658565,USD,182
381658565,USD,-512
381658565,USD,558
381658565,USD,61
381664511,USD,37
381664511,USD,580
381664511,USD,-504
381664511,USD,227
381664511,USD,4370
381683441,USD,3519
381683441,USD,133
381683441,USD,-419
381683441,USD,466
381684937,USD,4154
381684937,USD,242
381684937,USD,-440
381684937,USD,491
381657335,USD,14
381657335,USD,584
381657335,USD,-504
381657335,USD,218
381657335,USD,4061
381810211,USD,499
381810211,USD,-500
381810211,USD,195
381810211,USD,3062
381814009,USD,3842
381814009,USD,391
381814009,USD,-582
381814009,USD,598
381654706,USD,4122
381654706,USD,208
381654706,USD,-512
381654706,USD,555
381654706,USD,28
381659585,USD,57
381659585,USD,460
381659585,USD,-406
381659585,USD,320
381659585,USD,3260
381813524,USD,618
381813524,USD,-556
381813524,USD,264
381813524,USD,3697
381811681,USD,3064
381811681,USD,147
381811681,USD,-431
381811681,USD,491
381813969,USD,304
381813969,USD,-433
381813969,USD,461
381813969,USD,3053
381810476,USD,539
381810476,USD,-501
381810476,USD,136
381810476,USD,3880
381812011,USD,4587
381812011,USD,217
381812011,USD,-578
381812011,USD,650
381683475,USD,501
381683475,USD,-456
381683475,USD,179
381683475,USD,4090
381812783,USD,3883
381812783,USD,642
381812783,USD,-603
381812783,USD,202
381817101,USD,607
381817101,USD,-568
381817101,USD,243
381817101,USD,3817
381683872,USD,3160
381683872,USD,213
381683872,USD,-466
381683872,USD,498
381816651,USD,3649
381816651,USD,208
381816651,USD,-499
381816651,USD,516
381813943,USD,636
381813943,USD,-589
381813943,USD,275
381813943,USD,3731
381812203,USD,602
381812203,USD,-559
381812203,USD,179
381812203,USD,3814
381814405,USD,621
381814405,USD,-568
381814405,USD,395
381814405,USD,3821
381657109,USD,10
381657109,USD,497
381657109,USD,-420
381657109,USD,166
381657109,USD,4049
381810448,USD,607
381810448,USD,-590
381810448,USD,242
381810448,USD,4060
381654982,USD,3229
381654982,USD,132
381654982,USD,-403
381654982,USD,410
381654982,USD,35
381664536,USD,10
381664536,USD,432
381664536,USD,-372
381664536,USD,203
381664536,USD,3995
381811988,USD,3803
381811988,USD,602
381811988,USD,-578
381811988,USD,191
381810209,USD,643
381810209,USD,3841
381810209,USD,253
381810209,USD,-603
381659251,USD,46
381659251,USD,581
381659251,USD,-536
381659251,USD,243
381659251,USD,4510
381812794,USD,-578
381812794,USD,620
381812794,USD,178
381812794,USD,4892
381687060,USD,4100
381687060,USD,200
381687060,USD,-482
381687060,USD,499
381686965,USD,518
381686965,USD,-456
381686965,USD,194
381686965,USD,4074
381811987,USD,609
381811987,USD,-559
381811987,USD,178
381811987,USD,3829
381659662,USD,4031
381659662,USD,412
381659662,USD,-535
381659662,USD,549
381659662,USD,14
381684543,USD,4493
381684543,USD,237
381684543,USD,-420
381684543,USD,463
381683283,USD,4089
381683283,USD,188
381683283,USD,-451
381683283,USD,490
381658567,USD,13
381658567,USD,460
381658567,USD,-427
381658567,USD,156
381658567,USD,4060
381811650,USD,624
381811650,USD,3798
381811650,USD,206
381811650,USD,-558
381658568,USD,40
381658568,USD,436
381658568,USD,-429
381658568,USD,208
381658568,USD,4058
381817105,USD,3813
381817105,USD,271
381817105,USD,-559
381817105,USD,615
381684530,USD,485
381684530,USD,-456
381684530,USD,207
381684530,USD,3115
381682732,USD,529
381682732,USD,-487
381682732,USD,205
381682732,USD,3901
381655001,USD,-400
381655001,USD,4014
381655001,USD,210
381655001,USD,447
381655001,USD,30
381812964,USD,4128
381812964,USD,165
381812964,USD,-590
381812964,USD,609
381812918,USD,530
381812918,USD,-463
381812918,USD,134
381812918,USD,3651
381810742,USD,505
381810742,USD,3039
381810742,USD,187
381810742,USD,-483
381811649,USD,3820
381811649,USD,210
381811649,USD,-564
381811649,USD,642
381682909,USD,4051
381682909,USD,190
381682909,USD,-456
381682909,USD,483
381654707,USD,4145
381654707,USD,196
381654707,USD,-526
381654707,USD,577
