D_ID,CREATED,ORIGIN_PID,DESTINATION_PID,VALID_FROM,VALID_TO,COMPANY_ID,SUPPLIER_ID,EQUIPMENT_ID
376241725,2021-03-19T11:23:42.273Z,736,587,2021-02-09,2021-02-14,2469,38,2
384216578,2021-04-28T08:05:33.090Z,806,218,2021-04-15,2021-04-30,2455,1023,4
384593427,2021-04-30T08:36:35.648Z,266,54,2021-04-12,2021-04-30,4023,38,1
370481760,2021-02-16T20:37:20.443Z,587,764,2021-03-01,2021-03-31,1817,52,2
379744232,2021-04-08T22:22:46.228Z,218,912,2021-04-01,2021-04-30,2666,52,4
379814993,2021-04-09T13:03:09.395Z,898,587,2021-04-01,2021-04-14,2548,53,1
375642602,2021-03-17T10:34:57.815Z,736,218,2021-02-14,2021-02-28,2469,68,2
381812203,2021-04-16T12:21:10.904Z,806,54,2021-03-15,2021-03-31,3709,38,2
381682911,2021-04-16T10:05:26.128Z,806,587,2021-04-01,2021-04-14,4023,53,1
387280712,2021-05-11T11:23:29.951Z,898,723,2021-03-15,2022-03-31,3770,52,2
373083805,2021-03-04T19:15:04.729Z,688,585,2021-03-01,2021-03-31,621,249,4
378845177,2021-04-10T04:44:50.289Z,723,681,2021-03-15,2021-03-31,3564,190,1
387452003,2021-05-11T17:58:16.718Z,266,638,2021-05-01,2021-05-14,3709,68,4
385886163,2021-05-05T17:37:11.151Z,796,218,2021-04-01,2021-06-30,3564,190,2
387261640,2021-05-11T08:54:30.244Z,723,678,2021-04-01,2021-04-14,2469,38,1
370306541,2021-02-16T14:50:06.989Z,504,764,2021-02-11,2021-03-11,4023,40,4
375408899,2021-03-16T11:13:38.435Z,796,587,2021-03-01,2021-03-14,2548,1023,2
385122093,2021-05-03T13:12:25.005Z,723,638,2021-04-14,2021-04-30,4023,40,1
377937607,2021-03-30T09:55:35.427Z,898,587,2021-04-01,2021-04-14,2469,48,4
384564842,2021-04-30T07:47:11.974Z,585,587,2021-05-01,2021-05-14,2469,52,2
380491403,2021-04-14T09:58:08.534Z,585,587,2021-03-18,2021-03-31,4023,53,4
375421163,2021-03-16T11:13:38.435Z,191,681,2021-03-01,2021-03-14,2548,1023,2
370557435,2021-02-17T09:42:24.504Z,266,587,2021-02-15,2021-02-28,2469,52,2
385834434,2021-05-05T17:37:11.170Z,898,218,2021-04-15,2021-04-30,3564,43,1
385841931,2021-05-05T17:37:11.166Z,764,638,2021-04-15,2021-04-30,3564,53,4
375962758,2021-03-18T12:07:15.819Z,218,723,2021-03-04,2021-03-31,4023,40,4
377940708,2021-03-30T10:18:35.474Z,898,218,2021-04-01,2021-04-14,2469,1023,1
384593352,2021-04-30T08:36:56.098Z,266,218,2021-04-22,2021-04-30,4023,38,1
380119504,2021-04-15T16:51:02.585Z,587,723,2021-04-01,2021-04-02,3564,40,4
378608045,2021-04-01T23:29:18.560Z,191,308,2021-03-15,2021-03-31,3564,48,2
385864890,2021-05-05T17:37:11.166Z,266,638,2021-04-15,2021-04-30,3564,1023,2
375959147,2021-03-18T12:07:48.489Z,681,781,2021-03-05,2021-03-31,4023,40,4
381654667,2021-04-16T08:31:06.856Z,912,638,2021-04-01,2021-04-14,3709,1023,4
376385980,2021-03-19T12:36:28.181Z,529,638,2021-03-01,2021-03-14,4202,1023,1
372223848,2021-03-01T11:47:15.538Z,796,638,2021-03-01,2021-03-14,3709,68,2
379816720,2021-04-09T13:03:09.395Z,688,218,2021-04-01,2021-04-14,2548,53,4
375957271,2021-03-18T12:06:47.068Z,781,587,2021-02-26,2021-03-14,4023,40,4
387354756,2021-05-11T13:06:39.477Z,736,638,2021-05-01,2021-05-14,2455,1023,1
374835825,2021-03-15T14:13:07.359Z,191,681,2021-03-15,2021-03-31,2469,1023,1
374204691,2021-03-11T13:41:25.642Z,681,912,2021-04-01,2021-04-30,2455,1023,4
376927783,2021-03-24T10:55:55.558Z,218,764,2021-04-01,2021-04-30,2469,52,1
377434382,2021-03-25T13:48:07.150Z,54,266,2021-03-11,2021-03-31,4023,40,1
377435107,2021-03-25T13:48:54.353Z,764,587,2021-03-12,2021-03-31,4023,40,1
384561925,2021-04-30T07:47:11.986Z,764,504,2021-05-01,2021-05-14,2469,52,4
379814549,2021-04-09T13:03:09.395Z,912,587,2021-04-01,2021-04-14,2548,53,4
377595201,2021-03-26T10:25:48.948Z,587,764,2021-03-01,2021-03-31,2666,52,4
381813943,2021-04-16T12:21:10.903Z,736,681,2021-03-15,2021-03-31,3709,38,2
382631231,2021-04-21T10:14:18.905Z,191,587,2021-04-15,2021-04-30,2469,52,1
387953923,2021-05-12T16:49:08.719Z,796,308,2021-05-01,2021-05-14,3564,114,1
370480504,2021-02-16T20:37:20.453Z,638,723,2021-03-01,2021-03-31,1817,52,4
372223748,2021-03-01T11:47:15.538Z,912,638,2021-03-01,2021-03-14,3709,68,1
374205596,2021-03-11T13:41:25.642Z,681,688,2021-04-01,2021-04-30,2455,1023,2
370889689,2021-02-19T11:45:47.555Z,218,736,2021-02-15,2021-03-15,4023,43,2
387451616,2021-05-11T17:58:16.718Z,796,218,2021-05-01,2021-05-14,3709,68,2
387518283,2021-05-11T18:16:32.809Z,504,912,2021-04-01,2021-04-30,3709,68,4
381659635,2021-04-16T08:31:06.855Z,723,218,2021-04-01,2021-04-14,3709,1023,2
380993751,2021-04-15T11:57:34.634Z,912,638,2021-04-01,2021-04-14,2455,1023,4
375551785,2021-03-16T17:29:02.071Z,529,504,2021-03-15,2021-03-31,2469,52,2
376243941,2021-03-19T11:24:41.789Z,796,587,2021-02-15,2021-02-28,2469,38,1
374914733,2021-03-15T21:49:48.480Z,723,781,2021-03-01,2021-03-31,3564,249,1
387811816,2021-05-12T11:51:49.302Z,736,638,2021-05-01,2021-05-09,4023,40,2
387860446,2021-05-12T13:18:29.348Z,585,218,2021-05-01,2021-05-14,2548,53,4
385849507,2021-05-12T17:16:06.273Z,681,796,2021-04-13,2021-04-14,3564,40,1
380196289,2021-04-10T04:57:57.662Z,308,585,2021-04-01,2021-04-30,3564,38,2
383373415,2021-04-23T12:13:28.648Z,529,218,2021-04-15,2021-04-30,2548,53,2
386633233,2021-05-05T17:28:32.851Z,585,806,2021-05-01,2021-05-31,3564,249,2
387264336,2021-05-11T08:56:48.773Z,585,308,2021-04-15,2021-04-30,2469,38,1
380118206,2021-05-04T19:30:27.427Z,638,585,2021-04-01,2021-04-02,3564,68,4
387818565,2021-05-12T11:54:15.584Z,191,678,2021-05-06,2021-05-14,4023,40,4
381812904,2021-04-16T12:21:10.905Z,781,587,2021-03-15,2021-03-31,3709,38,4
377917617,2021-03-30T07:47:55.926Z,764,504,2021-04-01,2021-04-14,2469,52,2
382853561,2021-04-22T10:16:05.862Z,736,504,2021-04-06,2021-04-14,4023,53,2
374920226,2021-03-15T21:49:48.644Z,585,898,2021-03-01,2021-03-31,3564,249,1
379817677,2021-04-09T13:03:09.396Z,529,504,2021-04-01,2021-04-14,2548,53,4
372223954,2021-03-01T11:47:15.538Z,781,54,2021-03-01,2021-03-14,3709,68,2
375563066,2021-03-16T18:29:36.607Z,796,678,2021-03-01,2021-03-31,2548,38,4
370874282,2021-02-19T09:12:13.422Z,898,587,2021-02-08,2021-02-28,4023,53,1
372053915,2021-02-26T10:17:05.501Z,266,504,2021-02-12,2021-02-28,4023,53,2
385758584,2021-05-04T18:55:01.221Z,266,638,2021-04-01,2021-04-14,3564,1023,2
377943936,2021-03-30T10:18:35.479Z,736,681,2021-04-01,2021-04-14,2469,1023,4
373188040,2021-03-05T13:10:45.794Z,638,796,2021-03-01,2021-03-31,2469,52,2
387452005,2021-05-11T17:58:16.718Z,266,638,2021-05-01,2021-05-14,3709,68,1
384586699,2021-04-30T08:36:35.648Z,796,587,2021-04-12,2021-04-30,4023,38,1
385121062,2021-05-03T13:12:25.005Z,806,678,2021-04-14,2021-04-30,4023,40,4
379754043,2021-04-08T22:22:46.227Z,638,806,2021-04-01,2021-04-30,2666,52,4
387451519,2021-05-11T17:58:16.718Z,898,54,2021-05-01,2021-05-14,3709,68,4
385044412,2021-04-30T16:57:32.114Z,796,308,2021-05-01,2021-05-14,1817,114,4
373081579,2021-03-04T19:15:04.703Z,781,723,2021-03-01,2021-03-31,621,249,1
384219453,2021-04-28T08:05:33.096Z,723,504,2021-04-15,2021-04-30,2455,1023,2
382621662,2021-04-21T10:14:18.905Z,806,638,2021-04-15,2021-04-30,2469,52,1
375609267,2021-03-16T19:05:37.064Z,806,54,2021-03-01,2021-03-14,2469,53,2
375959797,2021-03-18T12:07:15.819Z,638,898,2021-03-04,2021-03-31,4023,40,2
384586698,2021-04-30T08:36:56.098Z,796,587,2021-04-22,2021-04-30,4023,38,1
387242798,2021-05-10T18:04:31.430Z,54,585,2021-05-01,2021-05-31,2666,52,2
380125841,2021-04-15T16:51:02.583Z,218,736,2021-04-01,2021-04-02,3564,40,2
384584777,2021-04-30T08:30:38.907Z,191,681,2021-05-01,2021-05-14,2469,48,4
387360183,2021-05-11T13:06:39.483Z,529,681,2021-05-01,2021-05-14,2455,1023,2
381176478,2021-05-04T18:55:01.100Z,898,587,2021-04-01,2021-04-14,3564,40,4
375162803,2021-03-15T23:16:55.360Z,736,54,2021-03-01,2021-03-14,3564,38,1
387706230,2021-05-12T08:22:21.427Z,529,587,2021-05-01,2021-05-14,4023,89,4
385044199,2021-04-30T16:57:32.114Z,806,678,2021-05-01,2021-05-14,1817,114,1
381147768,2021-04-15T16:40:10.483Z,796,308,2021-04-01,2021-04-30,3564,82,1
373091851,2021-03-04T19:15:04.726Z,191,736,2021-03-01,2021-03-31,621,249,2
374209952,2021-03-11T13:41:25.638Z,308,585,2021-04-01,2021-04-30,2455,1023,1
382183613,2021-04-19T18:46:58.298Z,736,308,2021-04-15,2021-04-30,3564,190,4
372216360,2021-03-01T09:26:52.690Z,266,218,2021-03-01,2021-03-14,2469,1023,4
371415245,2021-03-02T13:02:34.434Z,736,218,2021-02-10,2021-02-28,3564,38,2
382659817,2021-04-21T10:49:19.566Z,529,638,2021-04-15,2021-04-30,2469,1023,2
377249970,2021-03-24T16:49:51.384Z,796,218,2021-03-15,2021-03-31,1817,48,4
370488898,2021-02-16T20:37:20.446Z,54,912,2021-03-01,2021-03-31,1817,52,2
380247058,2021-04-10T05:10:38.470Z,308,723,2021-05-01,2021-05-02,3564,82,1
387705595,2021-05-12T08:22:21.421Z,796,308,2021-05-01,2021-05-14,4023,89,4
386624154,2021-05-05T17:28:32.852Z,736,688,2021-05-01,2021-05-31,3564,249,1
384280071,2021-04-28T16:37:32.823Z,912,218,2021-04-15,2021-04-30,1817,52,1
385907515,2021-05-04T19:40:08.246Z,796,585,2021-04-29,2021-05-05,3564,168,1
373355313,2021-03-06T17:21:09.274Z,898,504,2021-03-01,2021-03-14,1817,52,1
372224651,2021-03-01T11:47:15.538Z,796,218,2021-03-01,2021-03-14,3709,68,1
387811822,2021-05-12T11:51:49.302Z,736,587,2021-05-01,2021-05-09,4023,40,2
387863582,2021-05-12T13:38:39.338Z,912,638,2021-05-01,2021-05-14,2548,38,1
375956938,2021-03-18T12:06:47.067Z,806,678,2021-02-26,2021-03-14,4023,40,4
374766909,2021-03-15T09:06:53.183Z,688,681,2021-02-23,2021-02-28,4023,40,1
382631251,2021-04-21T10:14:18.910Z,191,218,2021-04-15,2021-04-30,2469,52,2
375862931,2021-03-17T20:32:06.550Z,723,504,2021-03-15,2021-03-31,1817,38,4
385722910,2021-05-04T18:36:25.157Z,585,308,2021-04-15,2021-04-30,3564,48,4
378589914,2021-04-01T23:29:18.561Z,806,308,2021-03-15,2021-03-31,3564,38,2
383370110,2021-04-23T12:13:28.647Z,912,54,2021-04-15,2021-04-30,2548,53,2
374972477,2021-03-15T23:05:19.282Z,678,781,2021-03-01,2021-03-07,3564,53,2
374157565,2021-03-11T10:30:11.741Z,912,587,2021-03-01,2021-03-14,2455,1023,1
377936641,2021-03-30T09:54:48.586Z,585,218,2021-03-15,2021-03-31,2469,48,4
370489424,2021-02-16T20:37:20.459Z,54,736,2021-03-01,2021-03-31,1817,52,4
377796124,2021-03-29T15:39:45.233Z,796,308,2021-02-15,2021-02-28,2469,48,4
384608160,2021-04-30T08:54:40.789Z,266,681,2021-05-01,2021-05-14,2469,1023,1
385285162,2021-05-03T17:17:35.074Z,638,266,2021-05-01,2021-10-31,2571,48,2
373676359,2021-03-08T20:11:04.781Z,218,806,2021-03-01,2021-03-31,3709,38,1
372054567,2021-03-17T12:25:40.561Z,191,638,2021-03-01,2021-03-14,4023,53,1
381686511,2021-04-16T10:05:26.128Z,191,587,2021-04-01,2021-04-14,4023,53,1
387705445,2021-05-12T08:22:21.421Z,898,54,2021-05-01,2021-05-14,4023,89,4
371452341,2021-04-10T05:05:23.250Z,54,796,2021-02-02,2021-02-03,3564,48,4
384281587,2021-04-28T16:37:32.847Z,806,638,2021-04-15,2021-04-30,1817,52,2
387452125,2021-05-11T17:58:16.718Z,764,638,2021-05-01,2021-05-14,3709,68,1
375334226,2021-03-15T23:10:35.897Z,266,638,2021-03-01,2021-03-14,3564,190,4
377925538,2021-03-30T07:47:55.914Z,266,54,2021-04-01,2021-04-14,2469,52,2
375859977,2021-03-17T20:30:44.822Z,781,587,2021-03-01,2021-03-31,1817,38,2
385864894,2021-05-05T17:37:11.166Z,266,638,2021-04-15,2021-04-30,3564,53,2
381815305,2021-04-16T12:21:11.117Z,585,504,2021-03-15,2021-03-31,3709,38,4
381687353,2021-04-16T10:05:26.131Z,266,504,2021-04-01,2021-04-14,4023,53,4
373358557,2021-03-06T17:21:09.421Z,736,638,2021-03-01,2021-03-14,1817,52,4
383020853,2021-05-11T20:26:24.819Z,806,218,2021-05-01,2022-04-30,3081,52,2
377937420,2021-03-30T09:55:35.427Z,796,587,2021-04-01,2021-04-14,2469,48,1
375959800,2021-03-18T12:07:15.819Z,638,898,2021-03-04,2021-03-31,4023,40,1
