EQUIPMENT_ID,ORIGIN_PID,DESTINATION_PID,VALID_FROM,VALID_TO,COMPANY_ID,SUPPLIER_ID,avg_price,median_price
4,912,308,2021-04-15,2021-04-30,3564,68,737.8333333333334,241.5
1,723,585,2021-05-01,2021-05-31,621,249,201.66666666666666,204.0
2,587,736,2021-03-15,2021-03-16,3564,190,595.0,595.0
1,587,796,2021-04-01,2021-04-02,3564,68,439.0,439.0
4,736,308,2021-04-15,2021-04-30,3564,68,818.0,233.0
4,191,585,2021-05-01,2021-05-31,621,249,529.0,277.0
1,736,678,2021-04-15,2021-04-30,3564,40,535.1428571428571,51.0
4,898,736,2021-05-01,2021-05-31,621,249,535.3333333333334,263.0
4,587,796,2021-03-29,2021-06-30,3564,190,416.0,416.0
4,638,736,2021-03-29,2021-06-30,3564,190,363.5,363.5
2,266,587,2021-04-01,2021-04-14,3564,40,1020.5,372.5
2,191,638,2021-04-01,2021-04-14,3564,53,1084.0,320.0
1,266,308,2021-04-15,2021-04-30,3564,68,641.8,147.0
2,898,308,2021-04-15,2021-04-30,3564,114,697.6666666666666,380.0
1,736,308,2021-04-15,2021-04-30,3564,1023,622.3333333333334,98.0
2,781,638,2021-04-01,2021-04-14,3564,53,1081.5,330.0
4,218,585,2021-03-15,2021-03-16,3564,190,553.5,553.5
4,529,912,2021-05-01,2021-05-31,621,249,295.3333333333333,235.0
4,796,218,2021-03-15,2021-03-16,3564,38,1051.75,394.5
4,529,781,2021-05-01,2021-05-31,621,249,277.3333333333333,267.0
1,781,723,2021-05-01,2021-05-31,621,249,142.5,131.0
4,218,736,2021-03-29,2021-06-30,3564,190,353.5,353.5
1,266,681,2021-04-01,2021-04-14,3564,1023,926.0,274.5
2,585,587,2021-05-01,2021-05-31,1817,38,845.1666666666666,428.5
1,898,587,2021-04-15,2021-04-30,3564,40,819.75,312.5
2,529,764,2021-05-01,2021-05-31,3564,249,240.5,229.0
4,898,681,2021-04-15,2021-04-30,3564,1023,1143.75,382.0
1,587,191,2021-04-01,2021-04-30,3564,38,288.5,288.5
2,796,638,2021-04-01,2021-06-30,3564,190,1118.75,384.0
4,912,723,2021-05-01,2021-05-31,3564,249,335.5,303.0
2,898,638,2021-04-15,2021-04-30,3564,40,1037.75,394.0
1,781,587,2021-04-15,2021-04-30,3564,53,1265.75,301.0
2,529,587,2021-04-01,2021-04-30,3564,190,1861.5,413.5
2,898,638,2021-04-15,2021-04-30,3564,53,1676.75,329.0
2,529,191,2021-05-01,2021-05-31,3564,249,234.25,225.5
4,681,764,2021-04-01,2021-04-30,3564,38,912.5,912.5
4,781,54,2021-04-09,2021-04-30,3564,38,1056.25,397.0
4,796,681,2021-04-15,2021-04-30,3564,1023,1138.0,389.5
4,764,587,2021-05-01,2021-05-31,1817,38,838.8333333333334,390.0
4,796,218,2021-04-15,2021-04-30,3564,1023,1128.75,364.0
4,266,587,2021-04-09,2021-04-30,3564,38,1046.0,380.5
2,723,504,2021-05-01,2021-05-31,1817,38,1035.0,500.5
1,266,54,2021-04-15,2021-04-30,3564,43,820.5,288.5
1,585,308,2021-05-01,2021-05-14,3564,53,482.625,84.5
1,529,806,2021-05-01,2021-05-31,3564,249,154.0,164.5
2,806,218,2021-05-01,2021-05-31,1817,38,813.1666666666666,406.5
1,723,587,2021-04-15,2021-04-30,3564,40,839.25,358.0
1,191,587,2021-04-15,2021-04-30,3564,43,813.5,309.0
2,723,638,2021-04-09,2021-04-30,3564,38,1111.0,512.5
1,585,898,2021-05-01,2021-05-31,3564,249,173.5,172.0
2,723,191,2021-05-01,2021-05-31,3564,249,221.5,218.0
1,736,218,2021-04-01,2021-06-30,3564,190,915.0,348.5
2,585,912,2021-05-01,2021-05-31,3564,249,253.5,220.5
1,266,54,2021-03-15,2021-03-31,3709,38,809.25,321.0
2,688,504,2021-03-15,2021-03-31,3709,38,1207.5,417.5
1,796,504,2021-04-01,2021-04-14,3709,1023,832.8,158.0
4,585,587,2021-03-15,2021-03-31,3709,38,1025.25,431.5
4,898,504,2021-03-15,2021-03-31,3709,38,1196.75,419.5
1,912,587,2021-04-01,2021-04-14,4023,53,840.5,322.5
4,781,218,2021-03-15,2021-03-31,3709,38,1024.75,408.5
4,585,504,2021-04-01,2021-04-14,3709,1023,977.6,237.0
4,796,587,2021-03-15,2021-03-16,3564,38,1061.75,423.5
2,898,585,2021-05-01,2021-05-31,621,249,543.0,266.0
2,191,308,2021-04-01,2021-04-30,3564,38,558.5,98.0
2,898,308,2021-05-01,2021-05-14,3564,53,955.8571428571429,135.0
2,191,638,2021-04-09,2021-04-30,3564,38,1057.75,416.5
2,723,681,2021-04-15,2021-04-30,3564,43,1051.5,456.5
4,898,218,2021-04-15,2021-04-30,3564,43,1012.75,396.0
1,688,736,2021-05-01,2021-05-31,3564,249,259.5,181.0
2,191,587,2021-04-09,2021-04-30,3564,38,1046.5,396.0
4,308,796,2021-04-01,2021-04-30,3564,1023,387.2857142857143,186.0
1,736,587,2021-04-01,2021-04-14,3564,53,881.5,348.0
4,218,781,2021-04-01,2021-04-02,3564,68,527.5,527.5
4,585,898,2021-05-01,2021-05-31,621,249,334.3333333333333,266.0
1,587,781,2021-04-01,2021-04-30,3564,38,304.5,304.5
4,266,54,2021-04-15,2021-04-30,3564,40,1027.0,351.0
1,266,218,2021-04-15,2021-04-30,3564,48,790.25,315.0
1,736,806,2021-05-01,2021-05-31,3564,249,161.25,175.0
2,529,218,2021-04-13,2021-04-30,3564,53,1159.0,371.5
2,806,736,2021-05-01,2021-05-31,3564,249,275.75,211.5
2,764,638,2021-04-15,2021-04-30,3564,53,1673.75,335.5
2,638,736,2021-04-01,2021-04-30,3564,38,504.5,504.5
4,266,308,2021-05-01,2021-05-14,3564,53,991.0,144.0
2,912,54,2021-04-15,2021-04-30,3564,40,1032.25,403.0
2,898,587,2021-04-01,2021-06-30,3564,190,1138.75,413.5
2,54,764,2021-04-01,2021-04-30,3564,38,726.0,726.0
2,898,681,2021-05-01,2021-05-31,1817,38,834.0,438.0
4,796,587,2021-04-15,2021-04-30,3564,40,1026.25,376.5
1,191,587,2021-04-15,2021-04-30,3564,1023,930.25,282.0
4,688,308,2021-05-01,2021-05-14,3564,53,981.2857142857143,155.0
2,191,587,2021-04-01,2021-06-30,3564,190,1125.75,381.5
4,723,781,2021-05-01,2021-05-31,3564,249,232.75,231.0
2,781,587,2021-04-15,2021-04-30,3564,53,1689.0,356.0
1,266,638,2021-04-13,2021-04-30,3564,53,862.25,277.0
1,191,218,2021-04-15,2021-04-30,3564,1023,917.0,254.5
4,912,638,2021-05-01,2021-05-31,1817,38,825.5,429.5
4,191,587,2021-04-15,2021-04-30,3564,48,1120.25,374.5
4,898,723,2021-05-01,2021-05-31,3564,249,344.0,304.0
1,529,681,2021-05-01,2021-05-31,1817,38,743.3333333333334,366.5
2,723,681,2021-04-09,2021-04-30,3564,38,1108.0,508.0
2,898,218,2021-05-01,2021-05-31,1817,38,825.1666666666666,440.5
4,191,638,2021-04-15,2021-04-30,3564,1023,1133.0,363.5
2,912,638,2021-04-15,2021-04-30,3564,40,1048.0,414.0
4,191,681,2021-04-15,2021-04-30,3564,43,1002.25,369.0
1,529,587,2021-04-01,2021-04-30,3564,190,1683.0,352.5
4,736,681,2021-04-15,2021-04-30,3564,43,1011.0,396.0
4,796,638,2021-04-09,2021-04-30,3564,38,1050.5,406.0
2,796,681,2021-04-09,2021-04-30,3564,38,1068.5,425.5
1,191,218,2021-04-15,2021-04-30,3564,40,823.75,280.0
2,191,529,2021-05-01,2021-05-31,3564,249,422.5,227.5
4,898,587,2021-04-15,2021-04-30,3564,53,1731.5,350.5
4,191,54,2021-04-15,2021-04-30,3564,1023,1141.5,365.0
4,796,638,2021-03-01,2021-04-30,3564,190,479.0,382.5
2,898,587,2021-04-15,2021-04-30,3564,1023,1142.5,383.0
4,898,308,2021-05-01,2021-05-14,3564,53,982.5714285714286,169.0
1,191,54,2021-04-15,2021-04-30,3564,43,817.0,280.5
4,266,54,2021-04-15,2021-04-30,3564,1023,1147.5,392.5
4,806,638,2021-04-15,2021-04-30,3564,48,1142.25,398.0
1,736,723,2021-05-01,2021-05-31,3564,249,173.0,183.0
2,912,54,2021-04-13,2021-04-30,3564,53,1091.5,348.5
2,764,638,2021-04-13,2021-04-30,3564,53,1102.5,337.0
4,898,54,2021-05-01,2021-05-31,1817,38,832.3333333333334,440.0
2,781,638,2021-04-09,2021-04-30,3564,38,1049.25,395.5
2,723,266,2021-05-01,2021-05-31,3564,249,234.0,241.0
2,191,638,2021-04-15,2021-04-30,3564,48,1113.5,370.0
2,796,681,2021-04-15,2021-04-30,3564,43,995.25,362.5
4,736,638,2021-04-15,2021-04-30,3564,1023,1218.0,395.0
2,736,587,2021-04-15,2021-04-30,3564,43,1007.5,374.0
1,191,218,2021-04-15,2021-04-30,3564,53,1283.0,328.5
4,912,54,2021-05-01,2021-05-31,1817,38,865.5,431.5
2,806,638,2021-04-15,2021-04-30,3564,1023,1126.75,364.0
1,796,587,2021-04-15,2021-04-30,3564,43,794.75,291.5
2,529,308,2021-05-01,2021-05-14,3564,53,554.6666666666666,154.0
1,898,587,2021-04-15,2021-04-30,3564,53,1295.75,335.0
1,736,587,2021-04-13,2021-04-30,3564,53,881.25,359.5
4,218,764,2021-04-01,2021-04-30,3564,38,635.5,635.5
4,764,638,2021-04-15,2021-04-30,3564,40,1014.0,343.5
2,898,218,2021-04-15,2021-04-30,3564,48,1133.5,451.5
2,764,587,2021-05-01,2021-05-31,1817,38,838.8333333333334,401.5
4,266,638,2021-04-15,2021-04-30,3564,48,1114.75,367.0
1,585,764,2021-05-01,2021-05-31,3564,249,134.75,154.5
1,191,681,2021-04-15,2021-04-30,3564,48,806.0,305.5
2,796,218,2021-04-15,2021-04-30,3564,1023,1136.5,388.0
1,806,218,2021-04-15,2021-04-30,3564,53,1277.75,325.0
4,266,736,2021-05-01,2021-05-31,3564,249,496.5,219.5
4,723,681,2021-04-15,2021-04-30,3564,43,1032.5,427.5
4,529,638,2021-04-13,2021-04-30,3564,53,1188.0,341.5
4,191,638,2021-04-15,2021-04-30,3564,43,991.0,342.0
4,585,218,2021-05-01,2021-05-31,1817,38,835.8333333333334,432.5
2,585,898,2021-05-01,2021-05-31,3564,249,265.25,213.0
1,723,585,2021-05-01,2021-05-31,3564,249,168.75,176.5
4,585,504,2021-05-01,2021-05-31,1817,38,1023.6666666666666,432.5
2,723,587,2021-04-15,2021-04-30,3564,53,1892.75,458.0
1,191,585,2021-05-01,2021-05-31,3564,249,274.25,197.5
2,723,54,2021-04-09,2021-04-30,3564,38,1114.75,522.0
1,191,587,2021-04-15,2021-04-30,3564,40,804.75,279.5
4,806,218,2021-04-13,2021-04-30,3564,53,1137.0,356.0
4,898,638,2021-03-01,2021-04-30,3564,190,472.0,401.0
1,796,54,2021-04-09,2021-04-30,3564,38,838.25,322.5
1,723,529,2021-05-01,2021-05-31,3564,249,159.25,155.0
2,191,54,2021-04-15,2021-04-30,3564,53,1681.0,345.0
1,898,681,2021-05-01,2021-05-31,1817,38,732.3333333333334,339.0
4,796,681,2021-04-15,2021-04-30,3564,40,1018.25,363.0
4,796,587,2021-04-15,2021-04-30,3564,1023,1146.5,383.0
2,218,806,2021-04-01,2021-04-30,3564,38,409.5,409.5
4,736,218,2021-04-15,2021-04-30,3564,1023,1238.25,421.5
1,585,688,2021-05-01,2021-05-31,3564,249,182.0,183.0
4,736,898,2021-05-01,2021-05-31,3564,249,278.75,221.0
4,764,638,2021-04-15,2021-04-30,3564,53,1721.25,324.5
4,796,681,2021-04-15,2021-04-30,3564,43,1013.25,371.5
4,723,587,2021-04-15,2021-04-30,3564,48,1162.75,465.0
4,736,681,2021-05-01,2021-05-31,1817,38,796.5,426.0
1,898,587,2021-04-15,2021-04-30,3564,1023,920.5,283.5
2,266,681,2021-04-15,2021-04-30,3564,40,1016.75,366.0
4,266,54,2021-04-09,2021-04-30,3564,38,1065.25,419.5
2,796,638,2021-04-09,2021-04-30,3564,38,1054.75,400.5
2,723,681,2021-04-15,2021-04-30,3564,1023,1187.0,472.5
1,585,587,2021-05-01,2021-05-31,1817,38,745.6666666666666,356.0
4,191,218,2021-04-01,2021-06-30,3564,190,1234.5,413.5
2,723,681,2021-04-15,2021-04-30,3564,40,1066.75,461.5
1,736,681,2021-05-01,2021-05-31,1817,38,716.6666666666666,341.0
2,806,638,2021-04-15,2021-04-30,3564,40,1018.75,358.0
1,723,638,2021-04-13,2021-04-30,3564,53,911.75,379.5
1,781,736,2021-05-01,2021-05-31,3564,249,298.25,170.5
2,266,638,2021-03-01,2021-04-30,3564,190,473.25,366.5
2,191,54,2021-04-15,2021-04-30,3564,40,1020.0,364.0
4,529,54,2021-05-01,2021-05-31,1817,38,837.3333333333334,435.5
4,796,587,2021-04-15,2021-04-30,3564,53,1726.5,349.0
4,898,638,2021-04-15,2021-04-30,3564,48,1141.25,418.5
1,266,681,2021-04-09,2021-04-30,3564,38,853.25,322.5
1,681,764,2021-04-01,2021-04-30,3564,38,619.0,619.0
1,796,504,2021-05-01,2021-05-31,1817,38,909.5,344.0
4,806,736,2021-05-01,2021-05-31,3564,249,270.5,210.0
2,681,796,2021-04-01,2021-04-30,3564,38,627.5,627.5
1,736,191,2021-05-01,2021-05-31,3564,249,147.75,153.0
2,266,681,2021-04-15,2021-04-30,3564,1023,1153.75,384.0
4,529,504,2021-05-01,2021-05-31,1817,38,1015.8333333333334,431.0
1,806,638,2021-04-09,2021-04-30,3564,38,852.25,332.5
4,688,504,2021-05-01,2021-05-31,1817,38,1006.3333333333334,420.5
2,191,54,2021-04-13,2021-04-30,3564,53,1092.0,329.5
1,529,218,2021-04-13,2021-04-30,3564,53,909.0,364.5
1,898,585,2021-05-01,2021-05-31,3564,249,250.0,183.0
1,529,587,2021-05-01,2021-05-31,1817,38,760.0,351.5
1,764,638,2021-05-01,2021-05-31,1817,38,745.3333333333334,310.0
4,912,218,2021-05-01,2021-05-31,1817,38,815.8333333333334,403.5
4,806,587,2021-04-15,2021-04-30,3564,48,1134.75,391.0
1,764,308,2021-05-01,2021-05-14,3564,53,739.7142857142857,111.0
2,764,587,2021-04-13,2021-04-30,3564,53,1093.75,355.0
4,585,806,2021-05-01,2021-05-31,3564,249,261.5,215.5
2,191,54,2021-04-15,2021-04-30,3564,43,1049.75,380.0
4,736,54,2021-04-09,2021-04-30,3564,38,1046.25,440.5
2,898,587,2021-04-13,2021-04-30,3564,53,1103.0,361.5
1,638,736,2021-04-01,2021-04-30,3564,38,332.5,332.5
4,723,504,2021-05-01,2021-05-31,1817,38,1033.3333333333333,494.5
4,912,504,2021-05-01,2021-05-31,1817,38,1048.0,407.0
2,898,54,2021-04-01,2021-06-30,3564,190,1143.75,429.0
2,736,54,2021-04-15,2021-04-30,3564,53,1860.75,371.0
2,736,587,2021-04-15,2021-04-30,3564,1023,1231.5,414.5
4,191,638,2021-04-01,2021-06-30,3564,190,1252.0,374.0
4,736,638,2021-05-01,2021-05-31,1817,38,818.6666666666666,439.0
4,736,638,2021-04-15,2021-04-30,3564,53,1897.0,340.0
1,585,912,2021-05-01,2021-05-31,3564,249,170.75,182.0
1,723,587,2021-04-15,2021-04-30,3564,43,838.25,364.5
1,912,638,2021-04-09,2021-04-30,3564,38,847.75,308.5
4,191,54,2021-04-15,2021-04-30,3564,53,1727.25,348.5
2,796,218,2021-04-15,2021-04-30,3564,53,1675.75,336.5
1,266,638,2021-05-01,2021-05-31,1817,38,725.5,317.0
1,898,218,2021-04-13,2021-04-30,3564,53,854.25,306.5
1,585,587,2021-04-15,2021-04-30,3564,48,804.0,322.5
1,806,587,2021-04-15,2021-04-30,3564,40,818.25,294.0
1,781,587,2021-04-15,2021-04-30,3564,40,808.0,297.0
2,191,54,2021-04-09,2021-04-30,3564,38,1070.5,425.5
1,898,54,2021-04-13,2021-04-30,3564,53,869.5,318.5
4,736,191,2021-05-01,2021-05-31,3564,249,243.0,246.5
4,898,681,2021-04-15,2021-04-30,3564,40,1029.25,374.0
4,736,681,2021-04-15,2021-04-30,3564,1023,1225.75,419.5
4,266,54,2021-04-13,2021-04-30,3564,53,1129.25,341.5
4,796,587,2021-04-09,2021-04-30,3564,38,1065.5,415.5
2,806,218,2021-04-13,2021-04-30,3564,53,1088.25,343.0
2,736,54,2021-04-15,2021-04-30,3564,43,1033.5,383.5
2,218,191,2021-04-01,2021-04-30,3564,38,423.5,423.5
1,266,638,2021-04-15,2021-04-30,3564,48,791.75,303.5
2,796,218,2021-04-01,2021-06-30,3564,190,1119.25,424.0
4,191,308,2021-05-01,2021-05-14,3564,53,979.7142857142857,150.0
