EQUIPMENT_ID,ORIGIN_PID,DESTINATION_PID,VALID_FROM,VALID_TO,avg_price,median_price,dq_ok
1,638,806,2021-04-01,2021-04-30,163.4309523809524,125.78571428571429,True
4,587,764,2021-04-01,2021-04-30,247.09333333333333,99.3,True
4,191,638,2021-03-01,2021-03-14,923.1833333333332,272.425,True
4,806,504,2021-03-15,2021-03-31,990.3333333333333,225.85714285714286,True
1,681,191,2021-04-01,2021-04-30,301.6944444444444,239.16666666666666,False
4,806,529,2021-05-01,2021-05-31,297.95833333333337,227.5,False
1,781,218,2021-04-09,2021-04-30,855.5,308.5,False
2,736,587,2021-03-01,2021-03-14,905.5769550117839,292.26191033068363,True
1,308,764,2021-04-01,2021-04-30,236.1375,88.875,False
4,504,529,2021-04-01,2021-04-30,701.814199114888,383.9461575282895,True
4,912,308,2021-03-15,2021-03-31,690.6659226190477,169.79166666666666,False
4,736,587,2021-03-15,2021-03-31,937.8360544217687,308.9642857142857,True
4,764,504,2021-03-01,2021-03-14,898.069264343175,177.68338488731771,True
1,585,218,2021-03-01,2021-03-14,695.3724489795919,230.92857142857142,True
2,796,587,2021-03-01,2021-03-14,882.6726502288669,260.68409895803313,True
2,585,218,2021-03-01,2021-03-14,894.1554421768706,283.42857142857144,True
4,764,678,2021-04-15,2021-04-30,788.5428571428572,140.0,False
2,806,504,2021-04-15,2021-04-30,912.999728988422,192.71502384197726,True
1,736,504,2021-04-15,2021-04-30,771.7443037833988,209.50929376947167,True
4,912,218,2021-04-15,2021-04-30,976.7308994362215,256.9918710413905,True
4,764,308,2021-04-15,2021-04-30,748.1978535547534,146.12859456453143,False
4,764,638,2021-04-15,2021-04-30,1045.6944444444443,256.8333333333333,True
2,796,504,2021-04-15,2021-04-30,915.6573435945305,200.85714285714286,True
4,266,54,2021-04-15,2021-04-30,913.1153281712034,249.60975290835896,True
4,806,308,2021-04-15,2021-04-30,764.4932686420918,174.01215158822853,False
2,529,587,2021-04-15,2021-04-30,869.5068218899982,242.462533387236,True
2,796,308,2021-04-15,2021-04-30,756.4494706907814,161.6458239354711,False
4,723,681,2021-04-15,2021-04-30,938.8321428571428,409.8,True
2,585,218,2021-04-15,2021-04-30,876.060678353546,278.87419286505724,True
4,681,736,2021-04-01,2021-04-30,518.0,476.6666666666667,False
4,529,504,2021-04-15,2021-04-30,965.2314430882461,240.7783865715894,True
2,736,308,2021-04-15,2021-04-30,756.1978909934771,199.56027836569686,False
1,806,638,2021-04-15,2021-04-30,696.8841526900758,194.3043803123684,True
1,912,218,2021-04-15,2021-04-30,742.8771801870826,197.46138974812197,True
1,781,54,2021-04-15,2021-04-30,755.9043789860076,215.2866226054247,True
2,912,54,2021-04-15,2021-04-30,959.1652996914097,258.83393172779495,True
1,723,781,2021-05-01,2022-04-30,100.4123649941672,119.74793784062454,False
1,736,723,2021-05-01,2022-04-30,85.53333333333335,197.0,False
4,736,308,2021-05-01,2021-05-14,796.4478571428571,198.7,True
1,736,898,2021-05-01,2022-04-30,137.9,133.5,False
2,529,723,2021-05-01,2022-04-30,153.93419150652718,202.26398610668238,False
1,529,796,2021-05-01,2022-04-30,82.78333333333333,145.83333333333334,False
1,806,308,2021-05-01,2021-05-14,612.1936676424986,131.68230336969827,True
1,585,796,2021-05-01,2022-04-30,94.075,164.75,False
1,796,736,2021-05-01,2022-04-30,107.00999999999999,140.3,False
5,796,585,2021-05-01,2022-04-30,197.55,137.5,False
4,638,796,2021-02-15,2021-03-15,285.6666666666667,228.0,False
4,898,587,2021-02-08,2021-02-28,1049.875,366.75,False
1,585,308,2021-02-04,2021-02-14,346.2,74.5,False
1,723,585,2021-05-01,2022-04-30,81.2,210.0,False
2,681,266,2021-02-15,2021-03-15,359.3333333333333,219.0,False
4,736,587,2021-02-08,2021-02-28,1060.875,384.75,False
1,266,218,2021-02-08,2021-02-28,820.875,304.25,False
2,781,54,2021-02-08,2021-02-28,1015.625,334.75,False
4,191,587,2021-02-08,2021-02-28,1038.125,349.5,False
1,681,266,2021-02-15,2021-03-15,297.6666666666667,137.0,False
1,308,736,2021-03-01,2021-03-31,220.28571428571428,61.0,False
1,898,504,2021-02-08,2021-02-28,964.75,307.75,False
1,764,638,2021-02-08,2021-02-28,817.375,282.0,False
4,723,218,2021-02-08,2021-02-28,1095.75,460.5,False
2,723,638,2021-02-08,2021-02-28,1081.625,453.0,False
1,723,504,2021-02-08,2021-02-28,999.125,375.5,False
1,266,308,2021-02-15,2021-02-28,550.6686507936507,133.33333333333334,False
2,638,723,2021-02-10,2021-02-11,414.5,414.5,False
1,504,912,2021-03-01,2021-03-31,235.95,40.0,False
1,218,266,2021-03-01,2021-03-31,142.9416666666667,99.58333333333333,True
1,681,898,2021-02-15,2021-03-15,296.3333333333333,139.0,False
1,736,587,2021-02-08,2021-02-28,841.0,334.0,False
2,587,585,2021-03-01,2021-03-31,476.4639863298556,253.0654990208997,True
4,806,587,2021-03-01,2021-03-14,884.8954066090497,266.62712902450556,True
1,638,806,2021-03-01,2021-03-31,137.99285714285716,94.0,True
4,796,587,2021-03-01,2021-03-14,884.1167654736403,256.5172657816032,True
4,912,504,2021-02-15,2021-02-28,995.1672930488817,263.7051029737645,False
4,266,504,2021-03-01,2021-03-14,891.4313891232348,173.91384040359407,True
2,723,587,2021-03-01,2021-03-14,945.7567725850129,410.32021281716413,True
1,504,764,2021-03-01,2021-03-31,281.29999999999995,46.5,False
2,638,736,2021-03-01,2021-03-31,362.21754291497393,292.65783864134767,True
4,585,504,2021-03-01,2021-03-14,924.6485779717948,246.56942592379917,True
1,54,266,2021-03-01,2021-03-31,179.41666666666666,60.666666666666664,True
1,504,806,2021-03-01,2021-03-31,288.05,48.5,False
2,688,504,2021-03-01,2021-03-14,898.2701322057765,191.73374208278096,False
2,587,781,2021-03-01,2021-03-31,264.84166666666664,120.91666666666667,True
2,638,585,2021-03-01,2021-03-31,401.75758941516756,244.77993075641265,True
2,218,266,2021-03-01,2021-03-31,211.70833333333334,146.66666666666666,True
2,681,266,2021-03-01,2021-03-31,249.0,109.5,False
2,681,723,2021-03-01,2021-03-31,578.8333333333334,548.0,False
4,54,912,2021-03-01,2021-03-31,279.35,68.2,True
4,681,585,2021-03-01,2021-03-31,446.6666666666667,228.0,False
1,218,585,2021-03-01,2021-03-31,322.33333333333337,201.0,False
1,54,723,2021-03-01,2021-03-31,384.33155878618425,310.1938511601696,True
4,638,912,2021-03-01,2021-03-31,158.75,192.25,False
2,218,796,2021-03-01,2021-03-31,195.89166666666668,122.5,True
1,681,764,2021-03-01,2021-03-31,428.125,330.75,False
2,191,218,2021-04-01,2021-04-14,906.4877621265146,257.9702803224818,True
4,781,723,2021-05-01,2021-05-31,213.25,181.0,False
1,585,308,2021-04-15,2021-04-30,571.0047728976457,135.65605906143352,False
4,781,638,2021-03-01,2021-03-14,992.5999999999999,297.3333333333333,False
2,266,736,2021-05-01,2021-05-31,539.125,217.75,False
1,587,191,2021-04-05,2021-04-06,488.5,488.5,False
4,638,585,2021-04-05,2021-04-06,619.0,619.0,False
4,585,308,2021-04-15,2021-04-30,724.2500641736333,161.2643605319531,False
1,781,218,2021-04-01,2021-04-14,735.8584799766305,218.2168419908617,True
2,796,308,2021-04-01,2021-04-30,618.5696428571429,242.625,False
1,781,681,2021-04-01,2021-04-14,939.0,283.0,False
2,218,796,2021-04-05,2021-04-06,538.0,538.0,False
2,54,781,2021-04-01,2021-04-02,650.0,650.0,False
1,638,529,2021-04-01,2021-04-02,576.5,576.5,False
4,587,723,2021-04-05,2021-04-06,670.5,670.5,False
2,638,764,2021-04-01,2021-04-02,627.5,627.5,False
1,806,681,2021-04-01,2021-04-14,678.8616071428571,179.5625,True
4,796,54,2021-04-01,2021-04-14,911.2465571125343,257.59375,True
2,796,678,2021-04-15,2021-04-30,780.8904761904762,144.375,False
2,796,587,2021-03-15,2021-03-16,1073.0,438.0,False
4,781,54,2021-04-01,2021-04-14,963.314595509267,267.23155103844454,True
2,796,638,2021-04-01,2021-04-14,937.2194139194139,276.7692307692308,True
4,638,266,2021-03-01,2021-03-31,220.4875,173.75,False
1,54,736,2021-04-01,2021-04-02,640.25,640.25,False
2,266,681,2021-04-01,2021-04-14,930.6892857142859,266.95,True
2,723,678,2021-04-15,2021-04-30,794.5571428571428,215.0,False
4,54,781,2021-04-01,2021-04-02,646.75,646.75,False
4,681,191,2021-03-15,2021-03-16,755.0,755.0,False
1,688,308,2021-04-15,2021-04-30,781.6428571428571,101.5,False
4,681,191,2021-04-05,2021-04-06,657.5,657.5,False
1,681,585,2021-04-05,2021-04-06,658.0,658.0,False
1,529,266,2021-05-01,2021-05-31,174.29166666666669,178.0,False
2,218,796,2021-04-01,2021-04-02,499.75,499.75,False
2,266,638,2021-03-15,2021-03-16,1063.5,415.5,False
4,191,308,2021-04-15,2021-04-30,774.884277625838,148.42370114432433,False
2,54,736,2021-04-01,2021-04-02,700.5,700.5,False
1,54,736,2021-03-29,2021-06-30,474.0,474.0,False
4,218,806,2021-03-15,2021-03-16,517.5,517.5,False
1,781,504,2021-03-01,2021-03-14,772.8214002530937,172.44944763588157,False
2,587,723,2021-04-05,2021-04-06,691.0,691.0,False
2,912,585,2021-05-01,2021-05-31,457.08333333333337,221.25,False
1,638,266,2021-03-15,2021-03-16,408.5,408.5,False
4,587,585,2021-03-15,2021-03-16,618.5,618.5,False
2,54,723,2021-04-05,2021-04-06,816.5,816.5,False
1,723,781,2021-05-01,2021-05-31,153.875,148.75,False
4,912,529,2021-05-01,2021-05-31,458.20833333333337,235.75,False
4,54,796,2021-04-05,2021-04-06,678.5,678.5,False
1,218,806,2021-03-15,2021-03-16,414.5,414.5,False
4,806,585,2021-05-01,2021-05-31,350.5,244.0,False
1,736,898,2021-05-01,2021-05-31,195.91666666666669,183.5,False
2,781,736,2021-05-01,2021-05-31,599.9583333333333,243.5,False
4,764,585,2021-05-01,2021-05-31,515.4166666666667,249.75,False
2,587,191,2021-04-05,2021-04-06,611.5,611.5,False
4,898,638,2021-04-01,2021-04-14,927.1103790734494,284.3760249423086,True
4,504,191,2021-03-01,2021-03-31,392.5,39.75,False
4,218,723,2021-03-01,2021-03-31,407.26498800838255,426.01483022365426,True
1,54,764,2021-03-01,2021-03-31,250.35833333333335,125.0,True
2,191,308,2021-03-01,2021-03-14,714.9333740918639,161.6940871848687,True
2,266,308,2021-02-15,2021-02-28,691.7563492063491,181.41666666666666,False
4,736,678,2021-02-15,2021-02-28,613.4285714285714,227.0,False
1,688,678,2021-03-15,2021-03-31,445.14285714285717,106.0,False
2,898,678,2021-03-15,2021-03-31,743.2380952380952,262.25,False
1,266,678,2021-03-15,2021-03-31,629.3333333333334,117.16666666666667,False
1,781,587,2021-03-15,2021-03-31,733.2361935410837,208.00767283975412,True
4,736,308,2021-03-15,2021-03-31,714.1321428571429,169.79166666666666,False
1,266,308,2021-03-01,2021-03-14,543.8419753086421,119.88888888888889,True
1,266,681,2021-04-01,2021-04-14,726.9514285714286,196.75,True
1,796,678,2021-02-15,2021-02-28,433.14285714285717,94.0,False
4,796,308,2021-03-15,2021-03-31,716.3535714285714,134.83333333333334,False
2,912,308,2021-03-15,2021-03-31,678.2784887566137,160.875,False
4,764,308,2021-02-15,2021-02-28,646.1666666666666,170.0,False
1,806,678,2021-02-15,2021-02-28,437.2857142857143,122.0,False
4,266,678,2021-02-15,2021-02-28,605.1428571428571,200.0,False
2,736,308,2021-02-15,2021-02-28,740.8119047619048,241.8,False
1,736,308,2021-02-15,2021-02-28,591.1976190476191,181.0,False
1,723,678,2021-02-15,2021-02-28,444.0,98.0,False
4,736,218,2021-04-01,2021-04-14,936.4469696969699,297.5,True
4,796,587,2021-03-15,2021-03-31,916.2013227513227,272.80555555555554,True
1,529,218,2021-04-01,2021-04-14,785.0444444444444,252.83333333333334,True
4,796,54,2021-03-15,2021-03-31,918.9858465608465,279.47222222222223,True
4,529,218,2021-04-01,2022-03-31,1037.0416666666665,628.25,False
4,796,681,2021-04-01,2021-04-14,935.8514285714285,269.0,True
2,191,587,2021-04-01,2021-04-14,905.7183686161864,262.0276360139897,True
1,266,504,2021-04-01,2021-04-14,792.1502659316911,148.84987280882493,True
2,688,587,2021-04-01,2021-04-14,801.7887698421582,217.08357269111798,False
1,764,54,2021-04-01,2021-04-14,641.2690723284185,152.0626638711401,True
2,806,678,2021-03-15,2021-03-31,859.8333333333334,206.5,False
4,796,638,2021-04-01,2022-03-31,850.75,408.0,False
4,723,587,2021-03-15,2021-03-31,986.0319940476192,418.3125,True
2,191,587,2021-03-15,2021-03-31,908.1048941798942,266.47222222222223,True
2,191,54,2021-04-01,2021-04-14,909.6860804983185,260.2471339060238,True
1,266,681,2021-03-15,2021-03-31,742.7829670329671,205.96153846153845,True
4,638,585,2021-04-01,2022-03-31,466.0,466.0,False
4,736,54,2021-04-01,2021-04-14,907.0723875679518,280.3491552418386,True
1,806,54,2021-03-15,2021-03-31,634.8240279456664,167.47538910983454,True
2,898,638,2021-04-01,2021-04-14,914.4214946608477,280.3791329110816,True
4,585,218,2021-03-15,2021-03-31,962.8961038961039,323.3636363636364,True
2,764,54,2021-04-15,2021-04-30,817.0703075497431,197.83333333333334,True
1,898,218,2021-05-01,2021-06-30,563.0,275.5,False
4,266,218,2021-05-01,2021-06-30,724.5,342.5,False
2,796,638,2021-05-01,2021-06-30,720.5,335.5,False
2,806,638,2021-05-01,2021-06-30,714.5,334.5,False
1,898,587,2021-05-01,2021-06-30,598.5,284.0,False
2,218,191,2021-05-01,2021-05-31,213.17333333333332,77.8,False
2,504,191,2021-05-01,2021-05-31,451.4266666666666,77.2,False
4,54,781,2021-05-01,2021-05-31,304.26666666666665,79.4,False
1,912,587,2021-04-01,2021-04-14,649.448368270322,157.32797803168992,True
1,218,723,2021-05-01,2021-05-31,324.41919699919174,324.13681619447937,False
4,218,796,2021-05-01,2021-05-31,205.97333333333336,82.2,False
2,504,736,2021-05-01,2021-05-31,860.8753732148225,377.6371434860041,False
1,218,266,2021-05-01,2021-05-31,143.54666666666668,59.2,False
4,638,585,2021-05-01,2021-05-31,502.2677977431933,307.28919028965765,False
4,529,638,2021-04-15,2021-04-30,884.0429748789234,240.00604257608128,True
1,585,681,2021-04-15,2021-04-30,618.8285714285714,203.83333333333334,False
1,688,504,2021-04-15,2021-04-30,697.7708641668376,171.875,False
4,688,54,2021-04-15,2021-04-30,821.9999895359323,233.9730998674326,False
1,806,218,2021-04-15,2021-04-30,728.563492063492,204.54166666666666,True
4,736,638,2021-04-15,2021-04-30,966.6176991960863,290.68135681110147,True
2,723,587,2021-04-15,2021-04-30,976.928203315752,387.3361958574016,True
2,796,218,2021-04-15,2021-04-30,926.7177890653821,265.1333333333333,True
1,218,585,2021-02-05,2021-02-06,388.0,388.5,False
2,723,678,2021-02-23,2021-02-28,970.0,434.5,False
4,898,504,2021-02-23,2021-02-28,1192.0,405.0,False
2,266,218,2021-03-15,2021-03-31,912.9144257703081,272.20588235294116,True
2,723,587,2021-02-23,2021-02-28,1060.25,447.0,False
1,638,806,2021-02-05,2021-02-06,334.0,334.5,False
2,764,308,2021-03-01,2021-03-14,651.6191341991341,136.6,True
4,529,308,2021-03-15,2021-03-31,680.0788384279938,159.59886294862807,False
2,764,638,2021-02-23,2021-02-28,1015.0,359.5,False
1,638,266,2021-02-05,2021-02-06,334.25,330.5,False
2,585,681,2021-03-15,2021-03-31,866.1102040816326,271.64285714285717,False
4,796,218,2021-04-15,2021-04-30,932.6460790062229,263.7101520482666,True
4,723,218,2021-02-23,2021-02-28,1051.0,441.5,False
4,806,308,2021-02-23,2021-02-28,877.75,314.5,False
1,529,308,2021-03-01,2021-03-14,548.2473859769451,141.9670662746062,True
1,898,681,2021-02-23,2021-02-28,821.0,298.5,False
2,796,54,2021-03-15,2021-03-31,905.5472222222222,267.6111111111111,True
2,723,638,2021-03-01,2021-03-14,916.7543062383703,390.23310463311316,True
2,796,308,2021-02-15,2021-02-28,695.1026455026455,196.91666666666666,False
2,54,723,2021-02-10,2021-02-11,622.5,622.5,False
4,898,587,2021-02-15,2021-02-28,843.7232556268543,263.7998907501821,False
1,912,504,2021-02-15,2021-02-28,723.9621224903713,166.48214036664547,False
1,806,638,2021-02-15,2021-02-28,622.7467094820536,123.70953495219352,False
4,723,218,2021-02-12,2021-03-14,1902.25,476.5,False
4,308,723,2021-04-01,2021-04-02,428.6,310.3,False
1,308,585,2021-04-01,2021-04-02,388.0,187.125,False
2,308,912,2021-04-01,2021-04-02,232.8962962962963,111.5,False
4,585,218,2021-04-01,2021-04-14,900.2905820838631,278.5518987782147,True
2,898,54,2021-03-24,2021-03-31,593.7779382368215,269.1729556337264,False
4,736,218,2021-03-24,2021-03-31,654.9556462012923,282.39902828654544,False
1,266,218,2021-03-24,2021-03-31,469.4314340307712,95.92288977390712,False
1,912,218,2021-03-15,2021-03-31,721.3849923935775,203.60336908635625,True
4,308,191,2021-03-01,2021-03-07,155.14285714285714,79.0,False
1,806,736,2021-03-01,2021-03-31,224.6477605029508,178.0647605160554,False
2,898,54,2021-03-15,2021-03-31,916.8253968253968,308.25,True
4,191,681,2021-04-01,2021-04-14,933.3092857142856,270.0,True
2,723,529,2021-03-01,2021-03-31,238.20833333333334,245.25,False
2,796,681,2021-04-01,2021-04-14,936.7035714285715,275.35,True
2,723,218,2021-03-01,2021-03-14,956.8626190476192,420.775,True
4,764,54,2021-03-15,2021-03-31,892.0809523809523,227.35714285714286,True
2,587,723,2021-02-05,2021-02-06,545.5,545.5,False
2,191,638,2021-03-01,2021-03-14,914.3482142857143,273.475,True
4,723,308,2021-03-01,2021-03-14,718.5255208333333,235.4375,True
4,529,898,2021-03-01,2021-03-31,307.0,245.75,False
1,191,308,2021-03-15,2021-03-31,585.1491125591655,111.79687694307152,False
1,781,723,2021-03-01,2021-03-31,184.75,197.25,False
1,529,781,2021-03-01,2021-03-31,162.79166666666669,176.25,False
1,191,587,2021-03-15,2021-03-31,710.9533358273399,203.9648618895892,True
1,191,308,2021-03-01,2021-03-14,572.0143431589781,119.25828963634876,True
1,681,736,2021-02-05,2021-02-06,562.5,559.5,False
2,191,308,2021-03-01,2021-03-31,664.3885714285714,138.9,False
2,898,585,2021-03-01,2021-03-31,480.7083333333333,220.25,False
1,806,638,2021-03-15,2021-03-31,689.7081349558313,199.838129695095,True
2,529,781,2021-03-01,2021-03-31,256.375,226.25,False
1,638,736,2021-02-05,2021-02-06,379.25,383.5,False
2,678,736,2021-03-01,2021-03-07,310.1666666666667,93.0,False
1,218,736,2021-02-05,2021-02-06,387.25,379.5,False
2,678,898,2021-03-08,2021-03-31,267.125,95.5,False
1,723,638,2021-02-23,2021-02-28,850.75,362.5,False
2,308,781,2021-03-01,2021-03-07,156.14285714285714,98.0,False
4,912,638,2021-02-23,2021-02-28,1021.75,384.5,False
4,736,218,2021-03-15,2021-03-31,949.857142857143,326.2692307692308,True
1,736,806,2021-03-01,2021-03-31,159.125,178.25,False
4,678,266,2021-03-01,2021-03-07,247.57142857142858,97.0,False
2,266,678,2021-02-23,2021-02-28,915.25,328.5,False
2,898,54,2021-02-23,2021-02-28,1025.0,379.0,False
1,796,587,2021-02-23,2021-02-28,805.5,291.5,False
4,191,308,2021-03-15,2021-03-31,709.5473544973546,134.58333333333334,False
2,806,218,2021-02-23,2021-02-28,1016.0,351.0,False
2,736,54,2021-03-15,2021-03-31,909.1312698412698,309.53333333333336,True
4,898,585,2021-03-01,2021-03-31,484.375,224.75,False
4,218,723,2021-02-05,2021-02-06,539.5,539.5,False
